genre_ids,popularity,release_date,title,year,pg_rating,imdb_id,runtime,genre,imdb_rating,votes,gross_us,month
['Drama'],7.471,1971-10-03,The Last Picture Show,1971,R,67328,118,"Drama, Romance",8.0,42764,29.13,10
"['Comedy', 'Drama']",12.3,1979-12-19,Being There,1979,PG,78841,130,"Comedy, Drama",8.0,65837,30.18,12
"['Crime', 'Mystery', 'Thriller']",11.21,1946-08-23,The Big Sleep,1946,Passed,38355,114,"Crime, Film-Noir, Mystery",7.9,78982,6.54,8
"['Action', 'Crime', 'Drama']",52.391,2005-06-10,Batman Begins,2005,PG-13,372784,140,"Action, Adventure",8.2,1312835,206.85,6
"['Crime', 'Drama', 'Thriller']",33.442,2014-10-23,Nightcrawler,2014,R,2872718,117,"Crime, Drama, Thriller",7.9,469095,32.38,10
"['Action', 'Adventure', 'Science Fiction']",42.68,2014-03-20,Captain America: The Winter Soldier,2014,PG-13,1843866,136,"Action, Adventure, Sci-Fi",7.7,739484,259.77,3
"['Western', 'Thriller']",13.755,1952-06-09,High Noon,1952,PG,44706,85,"Drama, Thriller, Western",7.9,97474,9.45,6
"['Drama', 'Adventure', 'Science Fiction']",57.999,2015-09-30,The Martian,2015,PG-13,3659388,144,"Adventure, Drama, Sci-Fi",8.0,763233,228.43,9
"['Romance', 'Drama']",19.573,2017-09-01,God's Own Country,2017,Not Rated,5635086,104,"Drama, Romance",7.7,25442,0.34,9
"['Drama', 'History']",11.213,1925-12-24,Battleship Potemkin,1925,Not Rated,15648,66,"Drama, History, Thriller",8.0,53306,0.05,12
"['Crime', 'Drama', 'History']",35.653,2019-11-01,The Irishman,2019,R,1302006,209,"Biography, Crime, Drama",7.9,327815,7.0,11
"['Romance', 'Drama']",15.512,1993-12-17,What's Eating Gilbert Grape,1993,PG-13,108550,118,Drama,7.8,215925,9.17,12
['Drama'],10.305,1967-12-11,Guess Who's Coming to Dinner,1967,Approved,61735,108,"Comedy, Drama",7.8,39867,56.7,12
"['Drama', 'Romance']",20.536,1995-05-28,The Bridges of Madison County,1995,PG-13,112579,135,"Drama, Romance",7.6,73507,71.52,5
['Drama'],8.723,1945-11-29,The Lost Weekend,1945,Passed,37884,101,"Drama, Film-Noir",7.9,33642,9.46,11
"['Adventure', 'Fantasy', 'Drama']",14.671,2006-01-01,The Fall,2006,R,460791,117,"Adventure, Drama, Fantasy",7.9,107469,2.28,1
"['Crime', 'Drama']",8.372,1997-11-05,Fireworks,1997,--,119250,103,"Crime, Drama, Romance",7.8,27838,0.23,11
"['Action', 'Thriller']",17.986,1979-02-09,The Warriors,1979,R,80120,92,"Action, Crime, Thriller",7.6,94194,22.49,2
['Comedy'],11.62,1986-06-11,Ferris Bueller's Day Off,1986,PG-13,91042,103,Comedy,7.8,322298,70.14,6
"['Adventure', 'Drama']",21.098,2000-12-22,Cast Away,2000,PG-13,162222,143,"Adventure, Drama, Romance",7.8,526513,233.63,12
['Comedy'],7.499,1968-05-16,The Odd Couple,1968,G,63374,105,Comedy,7.7,31689,44.53,5
"['Action', 'Animation', 'Science Fiction']",11.536,2001-09-01,Cowboy Bebop: The Movie,2001,--,275277,115,"Animation, Action, Crime",7.9,43033,1.0,9
"['Thriller', 'Crime', 'Drama']",12.121,1988-12-08,Mississippi Burning,1988,R,95647,128,"Crime, Drama, History",7.8,88701,34.6,12
"['Drama', 'Romance']",15.947,2007-09-07,Atonement,2007,R,783233,123,"Drama, Mystery, Romance",7.8,252579,50.93,9
"['Comedy', 'Drama']",9.886,2006-07-26,Little Miss Sunshine,2006,R,449059,101,"Comedy, Drama",7.8,441013,59.89,7
"['Crime', 'Comedy', 'Action', 'Adventure']",62.85,2014-12-13,Kingsman: The Secret Service,2014,R,2802144,129,"Action, Adventure, Comedy",7.7,592071,128.26,12
"['Drama', 'Mystery']",9.882,1944-10-11,Laura,1944,Passed,37008,88,"Drama, Film-Noir, Mystery",8.0,42864,4.36,10
"['Drama', 'Thriller', 'History']",17.408,1991-12-20,JFK,1991,R,102138,189,"Drama, History, Thriller",8.0,142594,70.41,12
['Drama'],17.028,1997-10-07,Boogie Nights,1997,R,118749,155,Drama,7.9,240375,26.4,10
"['Animation', 'Comedy', 'Fantasy', 'Adventure']",124.756,2001-05-18,Shrek,2001,PG,126029,90,"Animation, Adventure, Comedy",7.8,615691,267.67,5
['Action'],82.635,2017-04-19,Guardians of the Galaxy Vol. 2,2017,PG-13,3896198,136,"Action, Adventure, Comedy",7.6,573181,389.81,4
"['Action', 'Adventure', 'War']",12.923,1967-06-15,The Dirty Dozen,1967,Not Rated,61578,150,"Action, Adventure, War",7.7,67338,45.3,6
"['Action', 'Crime', 'Thriller']",20.954,2014-03-27,The Raid 2,2014,R,2265171,150,"Action, Crime, Thriller",8.0,114597,2.63,3
"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",14.557,1987-09-25,The Princess Bride,1987,PG,93779,98,"Adventure, Family, Fantasy",8.0,395093,30.86,9
"['Drama', 'Romance', 'Music']",13.647,1964-10-21,My Fair Lady,1964,G,58385,170,"Drama, Family, Musical",7.8,86808,72.0,10
"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']",54.919,1992-11-25,Aladdin,1992,G,103639,90,"Animation, Adventure, Comedy",8.0,374928,217.35,11
"['Adventure', 'Fantasy', 'Romance', 'Family']",78.966,2019-05-22,Aladdin,1992,G,103639,90,"Animation, Adventure, Comedy",8.0,374928,217.35,5
"['Western', 'Drama', 'Crime']",14.386,1969-09-23,Butch Cassidy and the Sundance Kid,1969,PG,64115,110,"Biography, Crime, Drama",8.0,202315,102.31,9
"['Horror', 'Thriller', 'Adventure']",37.152,1975-06-18,Jaws,1975,PG,73195,124,"Adventure, Thriller",8.0,544675,260.0,6
"['Drama', 'Family', 'Fantasy']",17.067,1995-05-10,A Little Princess,1995,G,113670,97,"Drama, Family, Fantasy",7.7,32343,10.02,5
"['Drama', 'Mystery', 'Fantasy']",7.432,1991-05-15,The Double Life of Véronique,1991,R,101765,98,"Drama, Fantasy, Music",7.8,42692,2.0,5
"['Science Fiction', 'Adventure', 'Drama', 'Action']",17.826,1968-02-07,Planet of the Apes,1968,G,63442,112,"Adventure, Sci-Fi",8.0,165487,33.4,2
"['Thriller', 'Science Fiction', 'Action', 'Adventure']",25.801,2001-07-25,Planet of the Apes,1968,G,63442,112,"Adventure, Sci-Fi",8.0,165487,33.4,7
"['Drama', 'History']",9.816,1987-05-27,The Last Emperor,1987,PG-13,93389,163,"Biography, Drama, History",7.7,94780,43.98,5
"['Drama', 'Thriller', 'Horror']",22.986,2010-12-03,Black Swan,2010,R,947798,108,"Drama, Thriller",8.0,701801,106.95,12
['Drama'],38.768,2009-11-20,The Blind Side,2009,PG-13,878804,129,"Biography, Drama, Sport",7.6,294479,255.96,11
"['Comedy', 'Crime']",6.119,1997-02-20,Knockin' on Heaven's Door,1997,Not Rated,119472,87,"Action, Crime, Comedy",8.0,27810,0.0,2
['Drama'],14.003,2008-10-24,"Synecdoche, New York",2008,R,383028,124,Drama,7.6,83581,3.08,10
"['Adventure', 'Drama', 'Horror']",20.258,1933-03-15,King Kong,1933,Passed,24216,100,"Adventure, Horror, Sci-Fi",7.9,79280,10.0,3
"['Adventure', 'Drama', 'Action']",91.05,2005-12-12,King Kong,1933,Passed,24216,100,"Adventure, Horror, Sci-Fi",7.9,79280,10.0,12
"['Adventure', 'Drama', 'Horror']",24.935,1976-09-08,King Kong,1933,Passed,24216,100,"Adventure, Horror, Sci-Fi",7.9,79280,10.0,9
['Drama'],13.326,2007-05-23,The Diving Bell and the Butterfly,2007,PG-13,401383,112,"Biography, Drama",8.0,103476,5.99,5
"['Drama', 'Thriller', 'Mystery']",17.902,1997-01-15,Lost Highway,1997,R,116922,134,"Mystery, Thriller",7.6,131690,3.8,1
['Drama'],19.086,2008-12-18,Seven Pounds,2008,PG-13,814314,123,Drama,7.6,287376,69.95,12
"['Action', 'Science Fiction', 'Adventure']",85.144,2008-04-30,Iron Man,2008,PG-13,371746,126,"Action, Adventure, Sci-Fi",7.9,943286,318.41,4
"['Romance', 'Drama']",30.313,2014-05-16,The Fault in Our Stars,2014,PG-13,2582846,126,"Drama, Romance",7.7,345414,124.87,5
"['Adventure', 'Animation', 'Fantasy', 'Family']",22.655,2015-07-29,The Little Prince,2015,PG,1754656,108,"Animation, Adventure, Drama",7.7,56956,1.34,7
"['Drama', 'Thriller']",17.768,2000-06-16,Amores Perros,2000,R,245712,154,"Drama, Thriller",8.1,224396,5.38,6
"['Thriller', 'Mystery', 'Drama']",60.214,2018-08-24,Searching,2018,PG-13,7668870,102,"Drama, Mystery, Thriller",7.6,141781,26.02,8
['Drama'],20.054,2000-09-29,Remember the Titans,2000,PG,210945,113,"Biography, Drama, Sport",7.8,198809,115.65,9
"['Drama', 'Action', 'Thriller', 'Science Fiction']",19.277,2006-09-22,Children of Men,2006,R,206634,109,"Adventure, Drama, Sci-Fi",7.9,466232,35.55,9
"['Animation', 'Drama']",14.596,2001-10-19,Waking Life,2001,R,243017,99,"Animation, Drama, Fantasy",7.8,60828,2.89,10
"['Fantasy', 'Animation', 'Family']",22.154,2010-07-16,The Secret World of Arrietty,2010,G,1568921,94,"Animation, Adventure, Family",7.6,81480,19.2,7
"['Comedy', 'Drama']",14.388,1986-02-07,Hannah and Her Sisters,1986,PG-13,91167,107,"Comedy, Drama",7.9,67359,40.08,2
"['Drama', 'Crime']",6.79,2011-09-23,Once Upon a Time in Anatolia,2011,Not Rated,1827487,157,"Crime, Drama",7.9,42268,0.14,9
"['Crime', 'Drama']",10.967,2009-08-26,A Prophet,2009,R,1235166,155,"Crime, Drama",7.9,93771,2.08,8
"['Horror', 'Drama', 'Mystery', 'Thriller']",25.566,2001-08-02,The Others,2001,PG-13,230600,104,"Horror, Mystery, Thriller",7.6,338702,96.52,8
"['Drama', 'Action', 'History']",6.01,2001-09-08,No Man's Land,2001,R,283509,98,"Comedy, Drama, War",7.9,44779,1.06,9
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Drama']",103.426,2019-06-19,Toy Story 4,2019,G,1979376,100,"Animation, Adventure, Comedy",7.8,205233,434.04,6
"['Science Fiction', 'Drama']",16.621,2009-06-12,Moon,2009,R,1182345,97,"Drama, Mystery, Sci-Fi",7.9,335936,5.01,6
['Drama'],9.373,1980-09-19,Ordinary People,1980,R,81283,124,Drama,7.7,47295,54.8,9
"['Drama', 'Family']",12.092,1999-02-19,October Sky,1999,PG,132477,108,"Biography, Drama, Family",7.8,83121,32.48,2
"['Action', 'Thriller', 'Science Fiction']",38.691,1984-10-26,The Terminator,1984,R,88247,107,"Action, Sci-Fi",8.0,801360,38.4,10
"['Action', 'Adventure', 'Comedy']",99.478,2016-02-09,Deadpool,2016,R,1431045,108,"Action, Adventure, Comedy",8.0,906318,363.07,2
"['Crime', 'Drama', 'Mystery']",17.701,2008-01-30,Changeling,2008,R,824747,141,"Biography, Crime, Drama",7.7,239880,35.74,1
"['Crime', 'Drama', 'Mystery']",14.126,1974-04-07,The Conversation,1974,PG,71360,113,"Drama, Mystery, Thriller",7.8,99195,4.42,4
"['Drama', 'Comedy', 'Music']",16.425,2000-05-18,Billy Elliot,2000,R,249462,110,"Drama, Music",7.7,127130,22.0,5
['Comedy'],8.833,1972-09-15,The Discreet Charm of the Bourgeoisie,1972,PG,68361,102,Comedy,7.9,38922,0.2,9
['Drama'],10.858,2003-06-25,The Return,2003,Not Rated,376968,110,Drama,8.0,42584,0.5,6
"['Drama', 'Horror', 'Thriller']",13.371,2006-11-10,The Return,2003,Not Rated,376968,110,Drama,8.0,42584,0.5,11
"['Action', 'Science Fiction']",32.991,2014-05-27,Edge of Tomorrow,2014,PG-13,1631867,113,"Action, Adventure, Sci-Fi",7.9,602074,100.21,5
"['Mystery', 'Thriller', 'Horror']",31.026,2017-02-24,Get Out,2017,R,5052448,104,"Horror, Mystery, Thriller",7.7,495971,176.04,2
"['Comedy', 'Horror']",11.493,2014-06-19,What We Do in the Shadows,2014,R,3416742,86,"Comedy, Horror",7.7,158335,3.33,6
"['Comedy', 'Drama']",8.943,1989-10-13,Crimes and Misdemeanors,1989,PG-13,97123,104,"Comedy, Drama",7.9,54826,18.25,10
"['Drama', 'Comedy', 'Romance']",8.675,2011-07-15,Zindagi Na Milegi Dobara,2011,Not Rated,1562872,155,"Comedy, Drama",8.1,68148,3.11,7
"['Fantasy', 'Adventure', 'Action']",41.243,2013-12-11,The Hobbit: The Desolation of Smaug,2013,PG-13,1170358,161,"Adventure, Fantasy",7.8,603178,258.37,12
['Adventure'],23.34,2002-01-23,The Count of Monte Cristo,2002,PG-13,245844,131,"Action, Adventure, Drama",7.8,129332,54.23,1
"['Crime', 'Drama', 'History']",15.163,1973-12-05,Serpico,1973,R,70666,130,"Biography, Crime, Drama",7.7,110398,29.8,12
['Drama'],12.265,2004-09-03,The Sea Inside,2004,PG-13,369702,126,"Biography, Drama",8.0,77733,2.09,9
"['Adventure', 'Comedy', 'Family', 'Animation']",21.214,2016-11-23,Moana,2016,PG,3521164,107,"Animation, Adventure, Comedy",7.6,274563,248.76,11
['Western'],15.199,1960-04-14,The Magnificent Seven,1960,Approved,54047,128,"Action, Adventure, Western",7.7,87926,4.91,4
"['Adventure', 'Action', 'Western']",38.569,2016-09-14,The Magnificent Seven,1960,Approved,54047,128,"Action, Adventure, Western",7.7,87926,4.91,9
"['Drama', 'Science Fiction']",20.529,2015-01-16,Ex Machina,2014,R,470752,108,"Drama, Sci-Fi, Thriller",7.7,475952,25.44,1
"['Animation', 'Family']",61.926,2010-11-24,Tangled,2010,PG,398286,100,"Animation, Adventure, Comedy",7.7,407322,200.82,11
"['Comedy', 'Drama']",14.442,2015-06-12,Me and Earl and the Dying Girl,2015,PG-13,2582496,105,"Comedy, Drama",7.7,123614,6.74,6
['Drama'],13.14,2005-10-12,The World's Fastest Indian,2005,PG-13,412080,127,"Biography, Drama, Sport",7.8,52067,5.13,10
"['Horror', 'Thriller']",17.99,1978-10-24,Halloween,1978,R,77651,91,"Horror, Thriller",7.7,233786,47.0,10
['Horror'],36.622,2018-10-18,Halloween,1978,R,77651,91,"Horror, Thriller",7.7,233786,47.0,10
['Horror'],21.92,2007-08-31,Halloween,1978,R,77651,91,"Horror, Thriller",7.7,233786,47.0,8
"['Comedy', 'Family', 'Fantasy']",36.192,1964-08-27,Mary Poppins,1964,G,58331,139,"Comedy, Family, Fantasy",7.8,158578,102.27,8
"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",157.327,2017-10-25,Thor: Ragnarok,2017,PG-13,3501632,130,"Action, Adventure, Comedy",7.9,591822,315.06,10
"['Western', 'Action']",17.779,1993-12-25,Tombstone,1993,R,108358,130,"Action, Biography, Drama",7.8,127299,56.51,12
"['Drama', 'Crime']",19.849,2007-11-02,American Gangster,2007,R,765429,157,"Biography, Crime, Drama",7.8,393795,130.16,11
"['Adventure', 'Fantasy', 'Family']",44.047,1939-08-15,The Wizard of Oz,1939,PG,32138,102,"Adventure, Family, Fantasy",8.0,372010,2.08,8
"['Drama', 'Thriller', 'Mystery']",12.941,1997-09-12,The Game,1997,R,119174,129,"Drama, Mystery, Thriller",7.8,346409,48.32,9
"['Action', 'Thriller', 'Crime', 'Romance']",10.882,1993-09-09,True Romance,1993,R,108399,119,"Crime, Drama, Romance",7.9,207640,12.28,9
"['Drama', 'War']",12.991,2015-09-11,Beasts of No Nation,2015,Not Rated,1365050,137,"Drama, War",7.7,74306,0.08,9
"['Action', 'Drama', 'Thriller']",17.113,2013-10-10,Captain Phillips,2013,PG-13,1535109,134,"Adventure, Biography, Crime",7.8,422693,107.1,10
"['Horror', 'Comedy', 'Fantasy']",22.319,1987-03-13,Evil Dead II,1987,R,92991,84,"Action, Comedy, Fantasy",7.8,148703,5.92,3
"['Drama', 'History', 'War']",12.293,1962-09-25,The Longest Day,1962,G,56197,178,"Action, Drama, History",7.8,52221,39.1,9
"['Adventure', 'Drama', 'History', 'War']",16.98,1960-10-13,Spartacus,1960,PG-13,54331,197,"Adventure, Biography, Drama",7.9,124685,30.0,10
"['Romance', 'Fantasy', 'Drama', 'Comedy']",17.927,1993-02-11,Groundhog Day,1993,PG,107048,101,"Comedy, Fantasy, Romance",8.0,581574,70.91,2
"['Drama', 'Thriller', 'Crime']",26.243,2011-06-17,Drive,2011,R,780504,100,"Crime, Drama",7.8,573717,35.06,6
"['Drama', 'Thriller', 'Crime', 'Mystery']",12.91,2009-02-27,The Girl with the Dragon Tattoo,2011,R,1568346,158,"Crime, Drama, Mystery",7.8,424947,102.52,2
"['Drama', 'Thriller', 'Crime', 'Mystery']",12.91,2009-02-27,The Girl with the Dragon Tattoo,2009,R,1132620,152,"Crime, Drama, Mystery",7.8,209325,10.1,2
"['Thriller', 'Crime', 'Mystery', 'Drama']",20.814,2011-12-14,The Girl with the Dragon Tattoo,2011,R,1568346,158,"Crime, Drama, Mystery",7.8,424947,102.52,12
"['Thriller', 'Crime', 'Mystery', 'Drama']",20.814,2011-12-14,The Girl with the Dragon Tattoo,2009,R,1132620,152,"Crime, Drama, Mystery",7.8,209325,10.1,12
['Drama'],14.496,2007-09-26,Control,2007,R,421082,122,"Biography, Drama, Music",7.7,61739,0.87,9
"['Animation', 'Comedy', 'Family']",85.611,1999-10-30,Toy Story 2,1999,G,120363,92,"Animation, Adventure, Comedy",7.9,529319,245.85,10
['Drama'],12.281,1996-08-30,Sling Blade,1996,R,117666,135,Drama,8.0,87083,24.48,8
"['Action', 'Crime', 'Thriller']",12.65,1971-10-09,The French Connection,1971,R,67116,104,"Action, Crime, Drama",7.7,110510,15.63,10
"['Horror', 'Thriller', 'Drama']",9.836,1960-05-16,Peeping Tom,1960,Not Rated,54167,101,"Drama, Horror, Thriller",7.7,31469,0.08,5
"['Drama', 'Fantasy', 'Romance']",27.366,2008-12-25,The Curious Case of Benjamin Button,2008,PG-13,421715,166,"Drama, Fantasy, Romance",7.8,591468,127.51,12
"['Drama', 'Romance', 'War']",15.992,1965-12-22,Doctor Zhivago,1965,PG-13,59113,197,"Drama, Romance, War",8.0,70142,111.72,12
['Drama'],10.788,1979-12-19,Kramer vs. Kramer,1979,PG,79417,105,Drama,7.8,133886,106.26,12
['Drama'],13.631,2001-12-28,I Am Sam,2001,PG-13,277027,132,Drama,7.7,143159,40.31,12
"['Adventure', 'Comedy', 'Family']",28.663,1985-06-07,The Goonies,1985,PG,89218,114,"Adventure, Comedy, Family",7.8,245473,61.5,6
"['Comedy', 'Drama']",12.683,1991-12-12,Night on Earth,1991,R,102536,129,"Comedy, Drama",7.8,55582,2.02,12
"['Action', 'Thriller']",10.77,1973-05-15,The Day of the Jackal,1973,PG,69947,143,"Crime, Drama, Thriller",7.8,37620,16.06,5
"['Science Fiction', 'Thriller']",22.539,2004-01-22,The Butterfly Effect,2004,R,289879,113,"Drama, Sci-Fi, Thriller",7.6,452599,57.94,1
"['Drama', 'Horror', 'Science Fiction']",12.709,1935-04-20,The Bride of Frankenstein,1935,Not Rated,26138,75,"Drama, Horror, Sci-Fi",7.8,43673,4.36,4
"['Comedy', 'Drama']",11.299,2015-12-25,A Man Called Ove,2015,PG-13,4080728,116,"Comedy, Drama, Romance",7.7,47769,3.36,12
"['Crime', 'Drama', 'Thriller']",23.9,1996-10-18,Sleepers,1996,R,117665,147,"Crime, Drama, Thriller",7.6,187261,49.1,10
"['Action', 'Adventure', 'Animation', 'Family']",67.763,2018-06-14,Incredibles 2,2018,PG,3606756,118,"Animation, Action, Adventure",7.6,251753,608.58,6
"['Fantasy', 'Comedy', 'Romance']",13.871,2011-05-11,Midnight in Paris,2011,PG-13,1605783,94,"Comedy, Fantasy, Romance",7.7,389478,56.82,5
"['Music', 'Comedy']",10.813,1984-05-04,This Is Spinal Tap,1984,R,88258,82,"Comedy, Music",7.9,129162,0.19,5
['Drama'],5.055,2007-08-24,"4 Months, 3 Weeks and 2 Days",2007,Not Rated,1032846,113,Drama,7.9,56784,1.19,8
"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",20.391,1997-09-07,Gattaca,1997,PG-13,119177,106,"Drama, Sci-Fi, Thriller",7.8,281579,12.34,9
"['Comedy', 'Drama']",11.42,2003-02-09,Good Bye Lenin!,2003,R,301357,121,"Comedy, Drama, Romance",7.7,138284,4.06,2
"['Crime', 'Drama', 'Thriller']",15.407,1997-02-27,Donnie Brasco,1997,R,119008,127,"Biography, Crime, Drama",7.7,280819,41.91,2
"['Crime', 'Action', 'Comedy']",17.377,2007-02-14,Hot Fuzz,2007,R,425112,121,"Action, Comedy, Mystery",7.8,464742,23.64,2
"['Romance', 'Drama', 'History']",12.584,2005-06-02,Cinderella Man,2005,PG-13,352248,144,"Biography, Drama, History",8.0,176588,61.65,6
"['Drama', 'Action', 'War', 'History']",26.275,2003-01-09,The Last Samurai,2003,R,325710,154,"Action, Drama",7.7,401185,111.11,1
['Drama'],12.784,1969-05-25,Midnight Cowboy,1969,R,64665,113,Drama,7.8,101437,44.79,5
['Drama'],26.918,1991-07-12,Boyz n the Hood,1991,R,101507,112,"Crime, Drama",7.8,126643,57.5,7
"['Horror', 'Comedy']",20.123,2004-04-09,Shaun of the Dead,2004,R,365748,99,"Comedy, Horror",7.9,513632,13.54,4
"['Drama', 'Science Fiction', 'Mystery']",47.282,2016-11-10,Arrival,2016,PG-13,2543164,116,"Drama, Sci-Fi",7.9,597137,100.55,11
['Drama'],15.628,2016-11-18,Manchester by the Sea,2016,R,4034228,137,Drama,7.8,248465,47.7,11
"['Drama', 'History']",14.18,1982-11-30,Gandhi,1982,PG,83987,191,"Biography, Drama, History",8.0,218110,52.77,11
['Drama'],15.005,2014-06-05,Boyhood,2014,R,1065073,165,Drama,7.9,336282,25.38,6
"['Drama', 'Thriller']",12.729,1997-12-19,Open Your Eyes,1997,R,125659,119,"Drama, Mystery, Sci-Fi",7.7,64230,0.37,12
"['Comedy', 'Drama', 'History']",9.946,1994-09-27,Ed Wood,1994,R,109707,127,"Biography, Comedy, Drama",7.8,165223,5.89,9
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",68.522,2014-05-15,X-Men: Days of Future Past,2014,PG-13,1877832,132,"Action, Adventure, Sci-Fi",7.9,661944,233.92,5
"['Drama', 'Thriller', 'Mystery']",28.563,2011-08-17,The Skin I Live In,2011,R,1189073,120,"Drama, Horror, Thriller",7.6,139536,3.19,8
['Drama'],13.755,2013-05-21,The Great Beauty,2013,Not Rated,2358891,141,Drama,7.8,81460,2.85,5
"['Comedy', 'Drama']",8.577,2003-11-27,Kal Ho Naa Ho,2003,Not Rated,347304,186,"Comedy, Drama, Musical",8.0,63612,1.79,11
"['Drama', 'War']",6.412,1987-10-07,Au Revoir les Enfants,1987,PG,92593,104,"Drama, War",8.0,31270,4.54,10
['Horror'],19.665,1963-03-28,The Birds,1963,PG-13,56869,119,"Drama, Horror, Mystery",7.7,172280,11.4,3
['Drama'],12.523,2004-05-20,Mysterious Skin,2004,Unrated,370986,105,Drama,7.6,66050,0.7,5
"['Drama', 'Thriller', 'Crime']",11.274,1990-09-21,Miller's Crossing,1990,R,100150,115,"Crime, Drama, Thriller",7.7,126136,5.08,9
"['Drama', 'Romance', 'Music']",38.889,2018-10-03,A Star Is Born,2018,R,1517451,136,"Drama, Music, Romance",7.6,337111,215.29,10
"['Thriller', 'Drama']",14.965,2004-02-09,The Machinist,2004,R,361862,101,"Drama, Thriller",7.7,359641,1.08,2
"['Drama', 'Thriller', 'Action']",31.211,2006-01-26,Blood Diamond,2006,R,450259,143,"Adventure, Drama, Thriller",8.0,501128,57.37,1
"['Comedy', 'Drama']",11.509,1998-10-16,Happiness,1998,Unrated,147612,134,"Comedy, Drama",7.7,66538,2.81,10
"['Action', 'Adventure', 'Drama', 'Thriller']",42.671,2006-12-07,Apocalypto,2006,R,472043,139,"Action, Adventure, Drama",7.8,291741,50.87,12
"['Action', 'Adventure', 'Science Fiction']",56.56,2015-05-13,Mad Max: Fury Road,2015,R,1392190,120,"Action, Adventure, Sci-Fi",8.1,886078,154.06,5
"['Action', 'Animation', 'Crime']",13.963,1993-12-25,Batman: Mask of the Phantasm,1993,PG,106364,76,"Animation, Action, Crime",7.8,43875,5.62,12
"['Action', 'Crime', 'Thriller']",14.953,1971-07-14,Dirty Harry,1971,R,66999,102,"Action, Crime, Thriller",7.7,143759,35.9,7
"['Drama', 'Crime']",5.624,2006-09-12,This Is England,2006,Not Rated,480025,101,"Crime, Drama",7.7,115835,0.33,9
"['Drama', 'History', 'War']",9.43,1984-11-02,The Killing Fields,1984,R,87553,141,"Biography, Drama, History",7.8,51774,34.7,11
"['Action', 'Comedy', 'Adventure']",124.492,2018-05-10,Deadpool 2,2018,R,5463162,119,"Action, Adventure, Comedy",7.7,482609,324.59,5
"['Drama', 'Romance']",13.165,2008-09-07,The Wrestler,2008,R,1125849,109,"Drama, Sport",7.9,289940,26.24,9
"['Horror', 'Drama']",10.197,2008-01-26,Let the Right One In,2008,R,1139797,114,"Crime, Drama, Fantasy",7.9,205995,2.12,1
"['Drama', 'History', 'War']",12.972,1987-12-09,Empire of the Sun,1987,PG,92965,153,"Action, Drama, History",7.7,116037,22.24,12
"['Drama', 'Thriller', 'Crime', 'Mystery']",14.397,2006-02-24,Lucky Number Slevin,2006,R,425210,110,"Action, Crime, Drama",7.7,299936,22.49,2
"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",24.783,1982-06-11,E.T. the Extra-Terrestrial,1982,PG,83866,115,"Family, Sci-Fi",7.8,373646,435.11,6
"['Drama', 'History']",15.338,1992-11-18,Malcolm X,1992,PG-13,104797,202,"Biography, Drama, History",7.7,86352,48.17,11
['Western'],12.361,1976-07-14,The Outlaw Josey Wales,1976,PG,75029,135,Western,7.8,65868,31.8,7
"['Drama', 'Romance']",9.218,1967-05-24,Belle de Jour,1967,R,61395,100,"Drama, Romance",7.7,40447,0.03,5
"['Drama', 'Music', 'Romance']",15.213,2005-09-13,Walk the Line,2005,PG-13,358273,136,"Biography, Drama, Music",7.8,234879,119.52,9
"['Comedy', 'Drama']",13.683,2001-12-14,The Royal Tenenbaums,2001,R,265666,110,"Comedy, Drama",7.6,267694,52.36,12
['Drama'],9.147,1996-05-24,Secrets & Lies,1996,R,117589,136,"Comedy, Drama",8.0,37747,13.42,5
['Comedy'],9.603,1983-07-15,Zelig,1983,PG,86637,79,Comedy,7.7,39970,11.8,7
"['Comedy', 'Drama', 'Mystery']",11.487,1994-01-26,Three Colors: White,1994,R,111507,92,"Comedy, Drama, Romance",7.6,64852,1.46,1
"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",31.634,1997-05-02,The Fifth Element,1997,PG-13,119116,126,"Action, Adventure, Sci-Fi",7.7,435317,63.54,5
['Horror'],18.085,1978-09-02,Dawn of the Dead,1978,Unrated,77402,127,"Action, Adventure, Horror",7.9,111713,5.1,9
"['Action', 'Horror']",28.961,2004-03-19,Dawn of the Dead,1978,Unrated,77402,127,"Action, Adventure, Horror",7.9,111713,5.1,3
"['History', 'Drama']",11.703,1983-10-20,The Right Stuff,1983,PG,86197,193,"Adventure, Biography, Drama",7.8,56361,21.5,10
"['Drama', 'History']",9.421,1968-10-30,The Lion in Winter,1968,PG,63227,134,"Biography, Drama, History",7.9,29082,22.28,10
['Drama'],6.494,1994-09-02,Once Were Warriors,1994,R,110729,102,"Crime, Drama",7.9,31666,2.2,9
"['Western', 'Drama', 'Adventure']",40.934,2015-12-25,The Revenant,2015,R,1663202,156,"Action, Adventure, Drama",8.0,709085,183.64,12
"['Romance', 'Drama']",13.629,2013-04-05,Before Midnight,2013,R,2209418,109,"Drama, Romance",7.9,142191,8.11,4
