genre_ids,popularity,release_date,title,year,pg_rating,imdb_id,runtime,genre,imdb_rating,votes,gross_us,month
"['Crime', 'Drama', 'Mystery', 'Thriller']",16.826,1974-06-20,Chinatown,1974,R,71315,130,"Drama, Mystery, Thriller",8.1,295543,6.91,6
"['Drama', 'Crime']",33.871,2002-12-25,Catch Me If You Can,2002,PG-13,264464,141,"Biography, Crime, Drama",8.1,838146,164.62,12
"['Comedy', 'Romance', 'Drama', 'Music']",17.934,2016-03-11,Sing Street,2016,PG-13,3544112,106,"Comedy, Drama, Music",7.9,85475,3.24,3
"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",59.148,2015-06-09,Inside Out,2015,PG,2096673,95,"Animation, Adventure, Comedy",8.1,620023,356.46,6
"['Action', 'Adventure', 'Drama', 'History', 'War']",8.068,2004-02-05,Tae Guk Gi: The Brotherhood of War,2004,R,386064,140,"Action, Drama, War",8.1,37885,1.11,2
['Western'],10.564,1959-03-17,Rio Bravo,1959,Passed,53221,141,"Action, Drama, Western",8.0,56480,12.54,3
"['Animation', 'Drama']",11.571,2007-06-27,Persepolis,2007,PG-13,808417,96,"Animation, Biography, Drama",8.0,88868,4.45,6
"['Drama', 'Family']",34.612,1997-08-01,Children of Heaven,1997,PG,118849,89,"Drama, Family, Sport",8.3,65782,0.93,8
"['Mystery', 'Thriller', 'Drama']",32.488,1999-08-06,The Sixth Sense,1999,PG-13,167404,107,"Drama, Mystery, Thriller",8.1,914124,293.51,8
"['Animation', 'Comedy', 'Family', 'Adventure']",61.239,2009-05-28,Up,2009,PG,1049413,96,"Animation, Adventure, Comedy",8.2,939436,293.0,5
"['Science Fiction', 'Drama', 'Thriller']",27.981,1982-06-25,Blade Runner,1982,R,83658,117,"Action, Sci-Fi, Thriller",8.1,696121,32.87,6
"['Action', 'Drama', 'History', 'War']",27.873,1995-05-24,Braveheart,1995,R,112573,178,"Biography, Drama, History",8.3,962084,75.6,5
"['Drama', 'Crime']",18.072,2000-05-17,Dancer in the Dark,2000,R,168629,140,"Crime, Drama, Musical",8.0,102608,4.18,5
"['Animation', 'Family', 'Adventure']",87.279,1998-06-18,Mulan,1998,G,120762,88,"Animation, Adventure, Family",7.6,257887,120.62,6
"['Adventure', 'Fantasy']",283.647,2020-09-04,Mulan,1998,G,120762,88,"Animation, Adventure, Family",7.6,257887,120.62,9
['Western'],19.871,1992-08-07,Unforgiven,1992,R,105695,130,"Drama, Western",8.2,377255,101.16,8
"['Action', 'Animation', 'Science Fiction']",25.931,1995-11-18,Ghost in the Shell,1995,TV-MA,113568,83,"Animation, Action, Crime",8.0,129812,0.52,11
"['Science Fiction', 'Action']",55.968,2017-03-29,Ghost in the Shell,1995,TV-MA,113568,83,"Animation, Action, Crime",8.0,129812,0.52,3
"['Crime', 'Drama']",12.03,1973-12-13,Papillon,1973,R,70511,151,"Biography, Crime, Drama",8.0,121899,53.27,12
"['Drama', 'History', 'Crime']",14.434,2017-09-07,Papillon,1973,R,70511,151,"Biography, Crime, Drama",8.0,121899,53.27,9
['Drama'],25.901,2006-12-14,The Pursuit of Happyness,2006,PG-13,454921,117,"Biography, Drama",8.0,450765,163.57,12
['Drama'],13.873,1993-12-12,In the Name of the Father,1993,R,107207,133,"Biography, Crime, Drama",8.1,157518,25.01,12
"['Crime', 'Drama', 'Thriller']",25.986,2007-11-08,No Country for Old Men,2007,R,477348,122,"Crime, Drama, Thriller",8.1,860889,74.28,11
"['Crime', 'Thriller']",9.058,1967-10-25,Le Samouraï,1967,GP,62229,101,"Crime, Drama, Mystery",8.1,45674,0.04,10
"['Drama', 'Crime']",16.2,2018-06-02,Shoplifters,2018,R,8075192,121,"Crime, Drama",7.9,63563,3.31,6
"['Action', 'Science Fiction', 'Adventure']",41.133,2014-07-30,Guardians of the Galaxy,2014,PG-13,2015381,121,"Action, Adventure, Comedy",8.0,1047165,333.18,7
"['Drama', 'History', 'Romance']",10.373,1959-06-10,Hiroshima Mon Amour,1959,Not Rated,52893,90,"Drama, Romance",7.9,28555,0.09,6
"['Comedy', 'Romance']",17.929,2001-04-25,Amélie,2001,R,211915,122,"Comedy, Romance",8.3,705929,33.23,4
"['Adventure', 'Animation', 'Fantasy']",21.993,1984-03-11,Nausicaä of the Valley of the Wind,1984,PG,87544,117,"Animation, Adventure, Fantasy",8.1,151788,0.5,3
"['Action', 'Thriller', 'Fantasy']",34.704,2006-02-23,V for Vendetta,2005,R,434409,132,"Action, Drama, Sci-Fi",8.2,1035933,70.51,2
"['Adventure', 'Action']",21.095,1981-06-12,Raiders of the Lost Ark,1981,PG,82971,115,"Action, Adventure",8.4,886818,248.16,6
"['Adventure', 'Science Fiction']",22.664,1993-06-11,Jurassic Park,1993,PG-13,107290,127,"Action, Adventure, Sci-Fi",8.1,870879,402.45,6
"['Drama', 'Romance']",19.528,2014-11-26,The Theory of Everything,2014,PG-13,2980516,123,"Biography, Drama, Romance",7.7,406150,35.89,11
"['Animation', 'Family', 'Adventure', 'Action', 'Science Fiction', 'Comedy']",53.238,1999-08-06,The Iron Giant,1999,PG,129167,86,"Animation, Action, Adventure",8.0,172640,23.16,8
"['Drama', 'Action', 'Crime']",8.037,1955-04-13,Rififi,1955,Not Rated,48021,118,"Crime, Drama, Thriller",8.1,29143,0.06,4
"['Crime', 'Drama', 'Mystery', 'Thriller']",12.16,1959-07-01,Anatomy of a Murder,1959,Not Rated,52561,161,"Crime, Drama, Mystery",8.0,60029,11.9,7
"['Comedy', 'Drama', 'Romance', 'Fantasy']",28.736,2013-09-04,About Time,2013,R,2194499,123,"Comedy, Drama, Fantasy",7.8,305297,15.32,9
"['Action', 'Thriller', 'Science Fiction']",25.004,1986-07-18,Aliens,1986,R,90605,137,"Action, Adventure, Sci-Fi",8.3,654722,85.16,7
"['Romance', 'Drama']",38.483,2004-06-25,The Notebook,2004,PG-13,332280,123,"Drama, Romance",7.8,522647,81.0,6
"['Mystery', 'Thriller', 'Drama']",40.999,2014-10-01,Gone Girl,2014,R,2267998,149,"Drama, Mystery, Thriller",8.1,864080,167.77,10
"['Animation', 'Drama']",7.458,2003-12-29,Tokyo Godfathers,2003,PG-13,388473,92,"Animation, Adventure, Comedy",7.8,31874,0.13,12
['Western'],15.883,1964-01-18,A Fistful of Dollars,1964,R,58461,99,"Action, Drama, Western",8.0,198921,14.5,1
"['Romance', 'Science Fiction', 'Drama']",27.774,2013-12-18,Her,2013,R,1798709,126,"Drama, Romance, Sci-Fi",8.0,543415,25.57,12
"['Crime', 'Drama', 'Thriller']",6.285,1960-02-08,The Virgin Spring,1960,Not Rated,53976,89,Drama,8.1,26799,1.53,2
"['Comedy', 'Crime', 'Drama']",10.584,1973-05-09,Paper Moon,1973,PG,70510,102,"Comedy, Crime, Drama",8.1,42412,30.93,5
"['Comedy', 'Drama', 'Romance', 'Music']",24.949,2016-11-29,La La Land,2016,PG-13,3783958,128,"Comedy, Drama, Music",8.0,509044,151.1,11
"['Crime', 'Drama', 'Thriller']",18.485,1996-03-08,Fargo,1996,R,116282,98,"Crime, Drama, Thriller",8.1,619854,24.61,3
"['Action', 'Crime', 'Drama', 'Thriller']",27.257,1995-12-15,Heat,1995,R,113277,170,"Crime, Drama, Thriller",8.2,579952,67.44,12
['Drama'],6.569,2015-06-17,Mustang,2015,PG-13,3966404,97,Drama,7.6,35921,0.85,6
"['Comedy', 'Romance']",13.125,1934-02-22,It Happened One Night,1934,Approved,25316,105,"Comedy, Romance",8.1,94465,4.36,2
"['Adventure', 'Comedy', 'Animation']",19.822,2018-03-23,Isle of Dogs,2018,PG-13,5104604,101,"Animation, Adventure, Comedy",7.9,140237,32.02,3
"['Crime', 'Drama', 'Thriller', 'Mystery']",10.097,2015-07-30,Drishyam,2015,Not Rated,4430212,163,"Crime, Drama, Mystery",8.2,71052,0.74,7
"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",18.13,2009-11-06,Mr. Nobody,2009,R,485947,141,"Drama, Fantasy, Romance",7.8,217164,0.0,11
"['Drama', 'Romance', 'Crime', 'Mystery']",10.767,2013-01-01,The Best Offer,2013,R,1924396,131,"Crime, Drama, Mystery",7.8,108904,0.09,1
"['Drama', 'Fantasy', 'Romance']",9.728,1987-05-17,Wings of Desire,1987,PG-13,93191,128,"Drama, Fantasy, Romance",8.0,65061,3.33,5
"['Drama', 'Romance']",77.528,1997-11-18,Titanic,1997,PG-13,120338,194,"Drama, Romance",7.8,1050317,659.33,11
"['Comedy', 'Crime']",20.236,1998-03-06,The Big Lebowski,1998,R,118715,117,"Comedy, Crime, Sport",8.1,735148,17.5,3
"['Adventure', 'Drama', 'Western']",21.702,1990-03-30,Dances with Wolves,1990,PG-13,99348,181,"Adventure, Drama, Western",8.0,241089,184.21,3
"['Comedy', 'Crime', 'Drama']",68.279,2019-11-27,Knives Out,2019,PG-13,8946378,130,"Comedy, Crime, Drama",7.9,463611,165.36,11
"['Thriller', 'Drama', 'Mystery']",18.363,2001-06-06,Mulholland Drive,2001,R,166924,147,"Drama, Mystery, Thriller",7.9,323530,7.22,6
"['Drama', 'Romance']",21.152,2001-12-11,A Beautiful Mind,2001,PG-13,268978,135,"Biography, Drama",8.2,852524,170.74,12
"['Crime', 'Thriller']",12.735,1993-11-10,Carlito's Way,1993,R,106519,144,"Crime, Drama, Thriller",7.9,201664,36.95,11
['Drama'],11.457,2003-09-19,"Spring, Summer, Fall, Winter... and Spring",2003,R,374546,103,"Drama, Romance",8.0,77724,2.38,9
"['Drama', 'Thriller', 'Comedy']",13.645,2014-08-21,Wild Tales,2014,R,3011894,122,"Comedy, Drama, Thriller",8.1,178119,3.11,8
"['Thriller', 'Drama', 'Romance']",12.075,1946-08-21,Notorious,1946,Not Rated,38787,102,"Drama, Film-Noir, Romance",7.9,92566,10.46,8
"['Music', 'Drama', 'History']",15.185,2009-01-16,Notorious,1946,Not Rated,38787,102,"Drama, Film-Noir, Romance",7.9,92566,10.46,1
"['Action', 'Comedy', 'Drama']",6.466,2015-07-17,Bajrangi Bhaijaan,2015,Not Rated,3863552,163,"Action, Adventure, Comedy",8.0,72511,8.18,7
['Drama'],9.078,2008-09-13,Departures,2008,PG-13,1069238,130,"Drama, Music",8.1,48724,1.5,9
"['Drama', 'History', 'War']",14.024,1957-10-11,The Bridge on the River Kwai,1957,PG,50212,161,"Adventure, Drama, War",8.1,204166,44.91,10
"['Comedy', 'Drama', 'Romance']",14.959,1979-04-25,Manhattan,1979,R,79522,96,"Comedy, Drama, Romance",7.9,131724,45.7,4
"['Fantasy', 'Animation', 'Family']",50.279,1993-10-09,The Nightmare Before Christmas,1993,PG,107688,76,"Animation, Family, Fantasy",8.0,300917,75.08,10
['Drama'],7.299,2013-08-23,Short Term 12,2013,R,2370248,96,Drama,8.0,82089,1.01,8
"['Comedy', 'Drama', 'Romance']",7.993,1940-01-12,The Shop Around the Corner,1940,Not Rated,33045,99,"Comedy, Drama, Romance",8.1,28581,0.2,1
"['Adventure', 'Drama']",17.022,2007-09-11,Into the Wild,2007,R,758758,148,"Adventure, Biography, Drama",8.1,575139,18.35,9
['Drama'],12.335,1989-06-14,Do the Right Thing,1989,R,97216,120,"Comedy, Drama",8.0,90155,27.55,6
['Drama'],12.345,1940-03-15,The Grapes of Wrath,1940,Passed,32551,129,"Drama, History",8.0,85812,0.06,3
['Drama'],9.987,1985-12-18,The Color Purple,1985,PG-13,88939,154,Drama,7.8,78645,98.47,12
"['Drama', 'Thriller', 'History']",18.284,2015-11-06,Spotlight,2015,R,1895587,129,"Biography, Crime, Drama",8.1,422485,45.06,11
"['Drama', 'History', 'War']",13.666,2004-09-08,Downfall,2004,R,363163,156,"Biography, Drama, History",8.2,332381,5.51,9
"['Drama', 'Action']",48.016,2011-09-09,Warrior,2011,PG-13,1291584,140,"Action, Drama, Sport",8.2,437401,13.66,9
"['Drama', 'Romance']",18.632,2005-09-10,Brokeback Mountain,2005,R,388795,134,"Drama, Romance",7.7,324194,83.04,9
"['Fantasy', 'Drama', 'Mystery']",10.369,1982-12-17,Fanny and Alexander,1982,R,83922,188,Drama,8.1,57945,4.97,12
"['Drama', 'Romance', 'Crime']",21.869,2004-10-15,3-Iron,2004,R,423866,88,"Crime, Drama, Romance",8.0,50787,0.24,10
"['Crime', 'Drama', 'Thriller']",12.696,2003-05-19,Dogville,2003,R,276919,178,"Crime, Drama",8.0,138366,1.53,5
"['Drama', 'History', 'War']",6.169,2015-12-03,Land of Mine,2015,R,3841424,100,"Drama, History, War",7.8,35777,0.44,12
"['Animation', 'Family']",64.15,2003-05-30,Finding Nemo,2003,G,266543,100,"Animation, Adventure, Comedy",8.1,952766,380.84,5
['Drama'],49.098,2019-11-06,Marriage Story,2019,R,7653254,137,"Comedy, Drama, Romance",7.9,249440,2.0,11
"['Adventure', 'Comedy', 'Fantasy']",15.419,1975-05-25,Monty Python and the Holy Grail,1975,PG,71853,91,"Adventure, Comedy, Fantasy",8.2,502250,1.23,5
"['Comedy', 'Drama', 'Romance']",10.014,1977-04-19,Annie Hall,1977,PG,75686,93,"Comedy, Romance",8.0,252346,39.2,4
"['Crime', 'Drama', 'Thriller']",14.339,1975-09-21,Dog Day Afternoon,1975,R,72890,125,"Biography, Crime, Drama",8.0,236463,50.0,9
"['Drama', 'Romance']",12.134,2004-02-10,Before Sunset,2004,R,381681,80,"Drama, Romance",8.1,237492,5.82,2
"['Adventure', 'Fantasy', 'Family']",131.76,2005-11-16,Harry Potter and the Goblet of Fire,2005,PG-13,330373,157,"Adventure, Family, Fantasy",7.7,550963,290.01,11
"['Fantasy', 'Drama', 'Mystery']",25.57,2001-10-26,Donnie Darko,2001,R,246578,113,"Drama, Mystery, Sci-Fi",8.0,742114,1.48,10
"['Action', 'Drama', 'Science Fiction']",79.017,2017-02-28,Logan,2017,R,3315342,137,"Action, Drama, Sci-Fi",8.1,651202,226.28,2
"['History', 'Adventure', 'Drama']",38.949,1959-12-26,Ben-Hur,1959,G,52618,212,"Adventure, Drama, History",8.1,220164,74.7,12
"['History', 'Action', 'Adventure', 'Drama']",26.678,2016-08-17,Ben-Hur,1959,G,52618,212,"Adventure, Drama, History",8.1,220164,74.7,8
"['Animation', 'Comedy', 'Family']",107.198,2001-11-01,"Monsters, Inc.",2001,G,198781,92,"Animation, Adventure, Comedy",8.1,818683,289.92,11
['Drama'],13.39,1961-09-25,The Hustler,1961,Not Rated,54997,134,"Drama, Sport",8.0,75228,8.28,9
"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",12.722,2002-12-12,Infernal Affairs,2002,R,338564,101,"Action, Crime, Drama",8.0,118062,0.17,12
['Drama'],12.78,1990-12-04,Awakenings,1990,PG-13,99077,121,"Biography, Drama",7.8,126018,52.1,12
"['Animation', 'Family', 'Comedy']",58.691,2010-06-16,Toy Story 3,2010,G,435761,103,"Animation, Adventure, Comedy",8.2,759809,415.0,6
"['Crime', 'Comedy']",20.609,2000-09-01,Snatch,2000,R,208092,102,"Comedy, Crime",8.3,784601,30.33,9
"['Crime', 'Thriller']",15.562,1958-03-30,Touch of Evil,1958,PG-13,52311,95,"Crime, Drama, Film-Noir",8.0,98629,2.24,3
"['Adventure', 'Fantasy']",91.808,2010-10-17,Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,926084,146,"Adventure, Family, Fantasy",7.7,481336,295.98,10
"['Comedy', 'Drama', 'War']",9.117,1995-04-11,Underground,1995,Not Rated,114787,167,"Comedy, Drama, Fantasy",8.1,55352,0.17,4
"['Animation', 'War', 'History', 'Drama', 'Romance']",29.751,2013-07-20,The Wind Rises,2013,PG-13,2013293,126,"Animation, Biography, Drama",7.8,74251,5.21,7
"['Drama', 'Romance']",12.05,2012-07-01,Amour,2012,PG-13,1602620,127,"Drama, Romance",7.9,93427,6.74,7
"['Adventure', 'Fantasy', 'Drama']",16.096,2003-12-25,Big Fish,2003,PG-13,319061,125,"Adventure, Drama, Fantasy",8.0,416297,66.26,12
"['Animation', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",16.963,2006-10-01,Paprika,2006,R,851578,90,"Animation, Drama, Fantasy",7.7,71781,0.88,10
"['Comedy', 'Drama']",21.125,1985-02-15,The Breakfast Club,1985,R,88847,97,"Comedy, Drama",7.8,358204,45.88,2
"['Drama', 'War']",13.238,1930-04-29,All Quiet on the Western Front,1930,Passed,20629,152,"Drama, War",8.0,57437,3.27,4
"['Crime', 'Drama', 'Mystery', 'Thriller']",11.706,2009-05-28,Mother,2009,R,1216496,129,"Crime, Drama, Mystery",7.8,53346,0.55,5
"['Crime', 'Thriller', 'Comedy']",9.793,2018-10-05,Andhadhun,2018,Not Rated,8108198,139,"Crime, Drama, Music",8.3,72628,1.37,10
"['Crime', 'Thriller']",14.34,1997-09-19,L.A. Confidential,1997,R,119488,138,"Crime, Drama, Mystery",8.2,533825,64.62,9
"['Crime', 'Comedy', 'Drama']",12.198,1982-12-18,The King of Comedy,1982,PG,85794,109,"Comedy, Crime, Drama",7.8,89244,2.5,12
"['Fantasy', 'Adventure', 'Animation', 'Family']",48.218,2010-03-10,How to Train Your Dragon,2010,PG,892769,98,"Animation, Action, Adventure",8.1,669262,217.58,3
"['Music', 'Drama']",27.193,2015-08-13,Straight Outta Compton,2015,R,1398426,147,"Biography, Drama, History",7.8,179785,161.2,8
"['Crime', 'Drama']",16.834,1967-06-22,Cool Hand Luke,1967,GP,61512,127,"Crime, Drama",8.1,162599,16.22,6
"['Crime', 'Drama', 'History', 'Thriller']",20.991,1987-06-03,The Untouchables,1987,R,94226,119,"Crime, Drama, Thriller",7.9,283021,76.27,6
['Drama'],14.003,1988-12-11,Rain Man,1988,R,95953,133,Drama,8.0,474374,178.8,12
"['Drama', 'Romance']",8.46,1958-09-20,Cat on a Hot Tin Roof,1958,Not Rated,51459,108,Drama,8.0,45250,17.57,9
"['Thriller', 'Horror']",14.849,2010-08-12,I Saw the Devil,2010,Not Rated,1588170,144,"Action, Crime, Drama",7.8,111925,0.13,8
"['Mystery', 'Crime', 'Thriller']",12.708,1941-10-18,The Maltese Falcon,1941,Not Rated,33870,100,"Film-Noir, Mystery",8.0,149298,2.11,10
['Drama'],21.545,2012-09-20,The Perks of Being a Wallflower,2012,PG-13,1659337,103,"Drama, Romance",8.0,463965,17.74,9
['Drama'],13.223,1951-09-18,A Streetcar Named Desire,1951,PG,44081,122,Drama,8.0,99479,8.0,9
"['Animation', 'Science Fiction']",120.245,1973-12-01,Fantastic Planet,1973,PG,70544,72,"Animation, Sci-Fi",7.8,25543,0.19,12
"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",83.932,2014-10-24,Big Hero 6,2014,PG,2245084,102,"Animation, Action, Adventure",7.8,412390,222.53,10
['Drama'],18.582,1993-12-22,Philadelphia,1993,PG-13,107818,125,Drama,7.7,225005,77.32,12
"['Drama', 'Action']",26.666,1976-11-21,Rocky,1976,PG,75148,120,"Drama, Sport",8.1,520513,117.24,11
['Crime'],8.105,2000-08-31,Nine Queens,2000,R,247586,114,"Crime, Drama, Thriller",7.9,49856,1.22,8
"['Romance', 'Drama']",20.02,2010-08-06,Flipped,2010,PG,817177,90,"Comedy, Drama, Romance",7.7,81696,1.75,8
"['Music', 'Comedy', 'Action', 'Crime']",13.406,1980-06-16,The Blues Brothers,1980,R,80455,133,"Action, Adventure, Comedy",7.9,183777,57.23,6
"['Animation', 'Adventure', 'Family', 'Comedy']",59.27,2016-02-11,Zootopia,2016,PG,2948356,108,"Animation, Adventure, Comedy",8.0,436017,341.27,2
"['Action', 'Crime', 'Drama', 'Thriller']",53.025,2012-07-16,The Dark Knight Rises,2012,PG-13,1345836,164,"Action, Adventure",8.4,1521749,448.14,7
['Drama'],7.545,2012-10-09,The Broken Circle Breakdown,2012,Not Rated,2024519,111,"Drama, Music, Romance",7.7,39473,0.18,10
"['Thriller', 'Crime', 'Drama', 'Mystery']",19.405,2003-01-01,Mystic River,2003,R,327056,138,"Crime, Drama, Mystery",7.9,420612,90.14,1
['Drama'],12.257,1993-09-08,Three Colors: Blue,1993,R,108394,94,"Drama, Music, Mystery",7.9,90435,1.32,9
"['Adventure', 'Comedy', 'Drama']",11.791,2016-03-31,Hunt for the Wilderpeople,2016,PG-13,4698684,101,"Adventure, Comedy, Drama",7.9,112324,5.2,3
"['Drama', 'Romance']",16.198,2008-05-12,Slumdog Millionaire,2008,R,1010048,120,"Drama, Romance",8.0,800749,141.32,5
"['Drama', 'Thriller']",15.679,1990-11-30,Misery,1990,R,100157,107,"Drama, Thriller",7.8,185542,61.28,11
['Drama'],8.249,1973-11-29,The Holy Mountain,1973,R,71615,114,"Adventure, Drama, Fantasy",7.9,37468,0.06,11
"['Crime', 'Thriller']",11.136,1951-06-27,Strangers on a Train,1951,PG,44079,101,"Crime, Film-Noir, Thriller",7.9,123640,7.63,6
"['Fantasy', 'Drama', 'War']",26.88,2006-08-25,Pan's Labyrinth,2006,R,457430,118,"Drama, Fantasy, War",8.2,620556,37.63,8
"['Drama', 'History']",13.655,2010-09-06,The King's Speech,2010,R,1504320,118,"Biography, Drama, History",8.0,641448,138.8,9
"['Crime', 'Drama', 'Mystery', 'Western']",24.417,2015-12-25,The Hateful Eight,2015,R,3460252,168,"Crime, Drama, Mystery",7.8,520099,54.12,12
['Drama'],15.628,1999-10-15,The Straight Story,1999,G,166896,112,"Biography, Drama",8.0,82375,6.2,10
"['Drama', 'War', 'Action']",19.41,1986-12-19,Platoon,1986,R,91763,120,"Drama, War",8.1,382482,138.53,12
['Drama'],13.886,2016-10-21,"I, Daniel Blake",2016,R,5168192,100,Drama,7.9,54157,0.26,10
"['Animation', 'Family', 'Fantasy']",88.634,2009-02-05,Coraline,2009,PG,327597,100,"Animation, Drama, Family",7.7,198443,75.29,2
"['Animation', 'Comedy', 'Family', 'Fantasy']",83.24,2007-06-22,Ratatouille,2007,G,382932,111,"Animation, Adventure, Comedy",8.0,644215,206.45,6
"['Drama', 'Crime']",15.309,1993-09-14,A Bronx Tale,1993,R,106489,121,"Crime, Drama, Romance",7.8,128665,17.27,9
"['Drama', 'Thriller', 'Horror']",6.576,1976-05-26,The Tenant,1976,R,74811,126,"Drama, Thriller",7.7,40064,1.92,5
"['Adventure', 'Animation', 'Comedy', 'Family']",18.99,2009-10-23,Fantastic Mr. Fox,2009,PG,432283,87,"Animation, Adventure, Comedy",7.9,201051,21.0,10
"['Crime', 'Drama', 'Mystery', 'Thriller']",12.382,1967-08-02,In the Heat of the Night,1967,Approved,61811,110,"Crime, Drama, Mystery",7.9,68075,24.38,8
['Drama'],15.694,1999-12-10,Magnolia,1999,R,175880,188,Drama,8.0,290567,22.46,12
"['Drama', 'Romance']",9.144,1971-11-03,Fiddler on the Roof,1971,G,67093,181,"Drama, Family, Musical",8.0,39629,80.5,11
"['Drama', 'History', 'Mystery', 'Thriller']",12.219,1976-04-04,All the President's Men,1976,PG,74119,138,"Biography, Drama, History",7.9,103676,70.6,4
"['Comedy', 'Drama']",8.882,2014-12-18,PK,2014,Not Rated,2338151,153,"Comedy, Drama, Musical",8.1,163763,10.62,12
"['Drama', 'War']",9.827,2013-10-16,Tangerines,2013,Not Rated,2991224,87,"Drama, War",8.2,40862,0.14,10
"['Action', 'Thriller']",27.105,1988-07-15,Die Hard,1988,R,95016,132,"Action, Thriller",8.2,795435,83.01,7
['Drama'],7.006,1970-10-21,The Conformist,1970,R,65571,113,Drama,8.0,27251,0.54,10
"['Drama', 'Comedy']",11.497,1991-12-27,Fried Green Tomatoes,1991,PG-13,101921,130,Drama,7.7,67170,82.42,12
"['Comedy', 'Mystery', 'Romance', 'Thriller']",9.735,1963-12-05,Charade,1963,Passed,56923,113,"Comedy, Mystery, Romance",7.9,69112,13.47,12
"['Drama', 'Crime']",14.048,1960-03-16,Breathless,1960,Not Rated,53472,90,"Crime, Drama",7.8,73541,0.34,3
"['Fantasy', 'Drama', 'Romance']",26.074,1990-12-05,Edward Scissorhands,1990,PG-13,99487,105,"Drama, Fantasy, Romance",7.9,448672,56.36,12
['Drama'],12.17,1992-12-23,Scent of a Woman,1992,R,105323,156,Drama,8.0,265309,63.9,12
"['Adventure', 'Fantasy']",104.007,2009-07-07,Harry Potter and the Half-Blood Prince,2009,PG,417741,153,"Action, Adventure, Family",7.6,477024,301.96,7
"['Animation', 'Family']",62.695,2008-07-19,Ponyo,2008,G,876563,101,"Animation, Adventure, Comedy",7.7,126134,15.09,7
['Drama'],21.629,2004-03-17,The Chorus,2004,PG-13,372824,97,"Drama, Music",7.9,57599,3.64,3
"['Drama', 'History', 'War']",14.144,2004-03-04,Hotel Rwanda,2004,PG-13,395169,121,"Biography, Drama, History",8.1,335236,23.53,3
"['Drama', 'History']",35.366,1956-10-05,The Ten Commandments,1956,G,49833,220,"Adventure, Drama",7.9,63730,93.74,10
"['Drama', 'Action']",21.818,2013-09-02,Rush,2013,R,1979320,123,"Action, Biography, Drama",8.1,434359,26.95,9
"['Comedy', 'Drama', 'Romance']",13.008,2012-05-24,Moonrise Kingdom,2012,PG-13,1748122,94,"Comedy, Drama, Romance",7.8,319952,45.51,5
"['Comedy', 'Drama']",12.579,1999-04-19,All About My Mother,1999,R,185125,101,Drama,7.8,89377,8.26,4
"['Drama', 'Family', 'Music', 'Romance']",13.465,1965-03-29,The Sound of Music,1965,G,59742,172,"Biography, Drama, Family",8.0,207723,163.21,3
"['Adventure', 'Western']",14.102,1969-06-17,The Wild Bunch,1969,R,65214,135,"Action, Adventure, Western",7.9,77570,12.06,6
['Drama'],12.306,1998-06-19,The Celebration,1998,R,154420,105,Drama,8.0,78674,1.65,6
"['Comedy', 'Music', 'Drama']",11.868,2001-07-20,Hedwig and the Angry Inch,2001,R,248845,95,"Comedy, Drama, Music",7.7,32022,3.03,7
"['Mystery', 'Thriller', 'Crime']",8.292,1972-12-10,Sleuth,1972,PG,69281,138,"Mystery, Thriller",8.0,44842,4.08,12
"['Drama', 'Thriller', 'Mystery']",13.66,2007-10-12,Sleuth,1972,PG,69281,138,"Mystery, Thriller",8.0,44842,4.08,10
"['Crime', 'Mystery', 'Thriller']",12.413,1986-09-19,Blue Velvet,1986,R,90756,120,"Drama, Mystery, Thriller",7.7,182065,8.55,9
"['Action', 'Thriller', 'Crime']",17.352,2010-08-04,The Man from Nowhere,2010,R,1527788,119,"Action, Crime, Drama",7.8,63158,0.01,8
['Drama'],7.101,2014-06-13,Winter Sleep,2014,Not Rated,2758880,196,Drama,8.1,46852,0.17,6
"['Animation', 'Adventure', 'Family']",104.916,2016-08-18,Kubo and the Two Strings,2016,PG,4302938,101,"Animation, Action, Adventure",7.8,118434,48.02,8
"['Science Fiction', 'Action', 'Adventure']",136.114,2012-04-25,The Avengers,2012,PG-13,848228,143,"Action, Adventure, Sci-Fi",8.0,1264481,623.28,4
"['Comedy', 'Science Fiction']",13.037,1985-02-20,Brazil,1985,R,88846,132,"Drama, Sci-Fi",7.9,188061,9.93,2
"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",59.925,2014-06-09,How to Train Your Dragon 2,2014,PG,1646971,102,"Animation, Action, Adventure",7.8,306626,177.0,6
['Horror'],64.697,1973-05-31,The Exorcist,1973,R,70047,122,Horror,8.0,363161,232.91,5
"['Comedy', 'Drama']",15.533,1967-12-21,The Graduate,1967,PG,61722,106,"Comedy, Drama, Romance",8.0,254430,104.95,12
"['Horror', 'Thriller']",16.427,1968-10-04,Night of the Living Dead,1968,Not Rated,63350,96,"Horror, Thriller",7.9,116897,0.09,10
['Horror'],42.619,1990-10-19,Night of the Living Dead,1968,Not Rated,63350,96,"Horror, Thriller",7.9,116897,0.09,10
"['Crime', 'Drama', 'Mystery', 'Thriller']",15.695,1996-03-06,Primal Fear,1996,R,117381,129,"Crime, Drama, Mystery",7.7,190641,56.12,3
