genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count
['Drama'],265228,fr,8.481,2014-12-10,Timbuktu,7.0,337
"['Action', 'Thriller']",36955,en,17.428,1994-07-15,True Lies,7.0,2727
"['Drama', 'History']",1165,en,15.427,2006-09-15,The Queen,7.0,862
"['Drama', 'History']",532865,en,144.326,2021-01-14,The Dig,7.0,365
"['Comedy', 'Drama']",43923,en,11.472,2010-10-08,It's Kind of a Funny Story,7.0,1788
"['Drama', 'Comedy', 'Romance']",43347,en,34.889,2010-11-22,Love & Other Drugs,7.0,3599
"['Romance', 'Comedy']",384677,en,15.604,2018-06-12,Set It Up,7.0,2046
"['Adventure', 'Comedy', 'Drama']",178682,en,12.43,2013-03-15,The Wizards Return: Alex vs. Alex,7.0,528
['Comedy'],37653,fr,6.551,1995-12-13,The Three Brothers,7.0,506
"['Drama', 'History', 'Romance']",11620,en,15.092,1951-11-08,Quo Vadis,7.0,241
"['Adventure', 'Action', 'Comedy']",10974,cn,15.63,1986-08-16,Armour of God,7.0,337
"['Action', 'Horror', 'Thriller']",581392,ko,241.2,2020-07-15,Peninsula,7.0,1247
"['Crime', 'Drama']",495193,en,15.718,2018-03-02,Benji,7.0,219
"['Adventure', 'Animation', 'Comedy', 'Family']",412117,en,64.65,2019-05-24,The Secret Life of Pets 2,7.0,2001
"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",343668,en,77.813,2017-09-20,Kingsman: The Golden Circle,7.0,7452
"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",62177,en,46.305,2012-06-21,Brave,7.0,10409
"['Animation', 'Family']",11360,en,58.045,1941-10-22,Dumbo,7.0,3683
"['Horror', 'Thriller']",8408,en,10.213,1985-07-03,Day of the Dead,7.0,760
"['Drama', 'Science Fiction', 'Mystery']",8072,fr,9.934,1965-05-05,Alphaville,7.0,290
"['Drama', 'Romance']",250734,en,14.727,2015-04-23,Far from the Madding Crowd,7.0,744
"['Animation', 'Family', 'Romance']",15906,en,38.12,2005-10-04,Barbie and the Magic of Pegasus 3-D,7.0,451
"['Comedy', 'Family', 'Fantasy']",10439,en,18.885,1993-07-16,Hocus Pocus,7.0,1817
"['Drama', 'History']",397538,sv,8.667,2017-09-06,Borg vs McEnroe,7.0,853
"['Action', 'Adventure', 'Science Fiction', 'Comedy']",363088,en,103.274,2018-07-04,Ant-Man and the Wasp,7.0,9429
"['Comedy', 'Family', 'Science Fiction', 'Drama']",33914,en,7.733,1984-12-14,Frankenweenie,7.0,247
"['Drama', 'Thriller', 'Crime']",4836,en,12.901,2004-09-30,Layer Cake,7.0,1310
"['Drama', 'Crime']",10220,en,14.563,1998-09-11,Rounders,7.0,1173
"['Drama', 'Mystery', 'Thriller', 'Fantasy']",397837,en,19.33,2017-03-02,Before I Fall,7.0,2862
"['Action', 'Adventure', 'Crime']",13989,en,10.086,2008-11-23,24: Redemption,7.0,305
"['Horror', 'Action', 'Thriller', 'Crime']",755,en,20.052,1996-01-19,From Dusk Till Dawn,7.0,4180
"['Action', 'Crime', 'Science Fiction', 'Thriller']",754,en,20.761,1997-06-27,Face/Off,7.0,3643
['Comedy'],620725,en,53.411,2019-10-10,Jexi,7.0,759
"['Thriller', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Science Fiction']",340357,fr,6.163,2015-11-04,April and the Extraordinary World,7.0,209
"['Thriller', 'Horror']",77495,es,21.816,2011-10-14,Sleep Tight,7.0,622
"['Comedy', 'Drama', 'Fantasy', 'Romance']",13198,en,11.051,2006-01-24,Wristcutters: A Love Story,7.0,359
"['Drama', 'Music']",10560,en,12.999,2000-05-12,Center Stage,7.0,248
"['Adventure', 'Drama']",10339,en,8.645,1956-06-27,Moby Dick,7.0,227
"['Comedy', 'Crime']",11367,it,0.6,1978-10-28,Odds and Evens,7.0,258
"['Crime', 'Drama', 'Thriller']",3472,en,8.497,2002-09-05,Dirty Pretty Things,7.0,282
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",174,en,10.044,1991-12-06,Star Trek VI: The Undiscovered Country,7.0,834
"['Crime', 'Horror', 'Thriller']",246355,en,15.94,2003-01-01,Saw,7.0,313
"['Drama', 'Thriller', 'Crime']",12149,en,19.337,2001-11-17,Frailty,7.0,760
"['Adventure', 'Drama', 'Family']",9036,en,14.971,2006-02-17,Eight Below,7.0,1295
['Drama'],542417,en,14.735,2018-09-08,Skin,7.0,222
"['Drama', 'History']",454652,en,17.239,2018-09-21,Colette,7.0,620
['Action'],13939,en,10.314,1974-07-24,Death Wish,7.0,484
['Drama'],341744,es,6.817,2015-10-30,Truman,7.0,253
['Drama'],87093,en,17.254,2014-12-24,Big Eyes,7.0,2782
"['Adventure', 'Action', 'Science Fiction']",36657,en,1.92,2000-07-13,X-Men,7.0,8567
"['Drama', 'Comedy']",458342,en,8.802,2018-10-05,Private Life,7.0,200
"['Drama', 'Horror', 'Mystery']",381283,en,21.351,2017-09-13,mother!,7.0,4917
"['Fantasy', 'Adventure', 'Family', 'Drama', 'Science Fiction', 'Romance']",175774,de,8.46,2013-03-14,Ruby Red,7.0,916
['Drama'],76025,en,20.178,2011-10-02,Shame,7.0,2244
"['Drama', 'Romance']",37950,en,22.703,2010-07-30,Charlie St. Cloud,7.0,1802
['Drama'],24469,en,10.646,2009-05-14,Fish Tank,7.0,564
"['Action', 'Horror']",924,en,28.961,2004-03-19,Dawn of the Dead,7.0,2620
"['Comedy', 'Romance']",658760,de,74.492,2020-02-14,Isi & Ossi,7.0,627
"['Drama', 'Crime']",423646,de,9.775,2017-11-23,In the Fade,7.0,580
['Western'],11916,en,9.195,1970-06-14,Two Mules for Sister Sara,7.0,344
"['Drama', 'Comedy', 'Romance']",84199,en,15.342,2012-10-19,The First Time,7.0,1707
"['Adventure', 'History']",70667,en,12.134,2012-08-24,Kon-Tiki,7.0,486
"['Comedy', 'Drama']",10707,en,10.663,2005-10-05,The Squid and the Whale,7.0,599
"['Science Fiction', 'Thriller']",473072,en,9.107,2017-08-29,2036: Nexus Dawn,7.0,231
"['Horror', 'Action', 'Thriller']",9542,en,11.064,1986-02-21,The Hitcher,7.0,504
"['Drama', 'History']",10130,en,9.453,1988-09-23,Gorillas in the Mist,7.0,381
"['Comedy', 'Drama']",432087,fr,7.338,2017-06-14,Back to Burgundy,7.0,333
"['Science Fiction', 'Action', 'Animation', 'Adventure']",297556,en,31.137,2015-01-27,Justice League: Throne of Atlantis,7.0,602
"['Family', 'Drama']",227735,en,9.917,2014-09-11,Dolphin Tale 2,7.0,265
"['Adventure', 'Drama']",20766,en,12.894,2009-11-25,The Road,7.0,2599
"['Action', 'Comedy', 'Thriller', 'Crime']",67913,en,13.045,2011-07-07,The Guard,7.0,769
"['Adventure', 'Animation', 'Family']",9732,en,65.88,1998-10-24,The Lion King II: Simba's Pride,7.0,3305
"['Animation', 'Family', 'Adventure']",14903,en,11.038,1997-10-20,Pooh's Grand Adventure: The Search for Christopher Robin,7.0,204
"['Drama', 'Romance']",10436,en,11.228,1993-09-10,The Age of Innocence,7.0,647
"['Animation', 'Comedy', 'Fantasy', 'Science Fiction', 'TV Movie']",12889,en,16.94,2008-06-30,Futurama: The Beast with a Billion Backs,7.0,347
"['History', 'Romance', 'Drama']",354859,en,11.655,2016-12-02,The Promise,7.0,291
"['Science Fiction', 'Comedy', 'Drama', 'Crime']",84329,en,13.31,2012-08-16,Robot & Frank,7.0,785
"['Crime', 'Thriller', 'Drama', 'Mystery', 'Horror']",9533,en,6.474,2002-09-29,Red Dragon,7.0,2861
"['Adventure', 'Action', 'Thriller', 'Science Fiction']",604,en,32.706,2003-05-15,The Matrix Reloaded,7.0,7595
"['Animation', 'Comedy', 'Family']",35,en,71.342,2007-07-25,The Simpsons Movie,7.0,5997
"['Drama', 'Thriller']",322125,fr,5.886,2015-03-18,A Perfect Man,7.0,436
"['Crime', 'Mystery', 'Thriller']",60670,fr,13.741,2000-09-26,The Crimson Rivers,7.0,992
"['Science Fiction', 'Thriller']",1272,en,20.079,2007-04-05,Sunshine,7.0,2564
"['Drama', 'History', 'War', 'Romance']",468224,en,22.086,2019-05-03,Tolkien,7.0,880
"['Drama', 'Thriller', 'Mystery']",399057,en,16.663,2017-10-20,The Killing of a Sacred Deer,7.0,2453
"['Adventure', 'Animation', 'Family', 'Romance']",10530,en,42.188,1995-06-14,Pocahontas,7.0,4348
['Drama'],1630,en,12.156,1996-12-25,The People vs. Larry Flynt,7.0,702
"['Drama', 'Romance']",582873,it,10.724,2019-09-04,Martin Eden,7.0,394
"['Family', 'Fantasy', 'Romance']",321612,en,46.985,2017-03-16,Beauty and the Beast,7.0,13238
"['Crime', 'Horror', 'Thriller']",11454,en,0.667,1986-08-14,Manhunter,7.0,783
"['Horror', 'Drama', 'Science Fiction']",1255,ko,32.35,2006-07-27,The Host,7.0,1782
"['Action', 'Adventure', 'Science Fiction']",299537,en,254.431,2019-03-06,Captain Marvel,7.0,10865
"['Crime', 'Drama']",180863,en,17.676,2017-01-27,T2 Trainspotting,7.0,2322
"['Family', 'Animation', 'Comedy', 'Adventure']",263109,en,11.975,2015-02-05,Shaun the Sheep Movie,7.0,981
"['Drama', 'Romance']",48303,fr,6.682,2010-05-18,Certified Copy,7.0,238
"['Animation', 'Family']",16198,ja,10.089,1999-07-17,My Neighbors the Yamadas,7.0,285
"['Action', 'Comedy']",11770,cn,24.233,2001-07-12,Shaolin Soccer,7.0,1387
"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",9386,en,16.713,1993-07-08,In the Line of Fire,7.0,980
"['Action', 'Crime', 'Drama', 'Thriller']",2061,da,8.419,1996-08-30,Pusher,7.0,431
"['Drama', 'Action', 'Crime']",9766,en,15.058,2006-09-15,Gridiron Gang,7.0,637
"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",942,en,13.658,1989-07-07,Lethal Weapon 2,7.0,2335
"['Adventure', 'Animation', 'Comedy', 'Family']",533,en,22.125,2005-09-04,Wallace & Gromit: The Curse of the Were-Rabbit,7.0,1818
"['Adventure', 'Fantasy', 'Family']",11571,en,11.947,1959-12-16,Journey to the Center of the Earth,7.0,280
"['Family', 'Animation', 'Adventure', 'Comedy']",9929,fr,12.94,1968-12-16,Asterix and Cleopatra,7.0,622
"['Action', 'Comedy', 'Thriller', 'Romance']",9434,en,10.571,1997-04-11,Grosse Pointe Blank,7.0,571
['Drama'],8841,fr,6.724,2008-09-24,The Class,7.0,449
"['Comedy', 'Drama']",586,en,13.617,1997-12-25,Wag the Dog,7.0,609
"['Drama', 'Comedy']",484482,fr,7.214,2018-10-24,Sink or Swim,7.0,1085
"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",347031,en,10.618,2016-06-24,Swiss Army Man,7.0,2463
"['Thriller', 'Science Fiction', 'Drama', 'Horror']",333371,en,22.992,2016-03-10,10 Cloverfield Lane,7.0,5823
"['Adventure', 'Family', 'Fantasy', 'TV Movie', 'Horror']",34205,en,11.212,2001-10-12,Halloweentown II: Kalabar's Revenge,7.0,223
"['Drama', 'Mystery', 'Thriller']",401898,no,14.463,2017-09-15,Thelma,7.0,596
"['Drama', 'Romance']",24684,en,13.008,2009-10-29,An Education,7.0,944
['Comedy'],10218,en,12.006,1996-10-18,Swingers,7.0,489
"['Thriller', 'History', 'Drama']",528949,es,11.81,2018-10-26,The Photographer of Mauthausen,7.0,455
"['Drama', 'Romance']",332283,en,15.469,2017-08-06,Mary Shelley,7.0,689
"['Adventure', 'Drama', 'Thriller']",285783,en,15.677,2015-09-30,The Walk,7.0,2430
"['Adventure', 'Drama', 'History']",26428,en,13.053,2009-05-17,Agora,6.9,1008
"['Animation', 'Action', 'Crime', 'Family']",15805,en,10.41,1998-02-11,Batman & Mr. Freeze: SubZero,7.0,253
['Action'],11690,en,21.064,1988-02-26,Bloodsport,7.0,1116
['Adventure'],204668,fr,6.866,2013-12-18,Belle and Sebastian,7.0,500
"['Drama', 'Romance']",55787,en,13.251,2011-03-15,Water for Elephants,7.0,2037
"['Drama', 'History']",4464,en,12.684,2003-07-22,Seabiscuit,7.0,560
"['Drama', 'Music']",1808,en,12.612,1998-10-23,Velvet Goldmine,7.0,313
"['Action', 'Adventure', 'Science Fiction']",2164,en,18.901,1994-10-27,Stargate,7.0,2271
['Drama'],31900,fr,7.127,2010-01-20,Gainsbourg: A Heroic Life,6.9,233
"['Horror', 'Thriller']",361292,en,36.747,2018-10-11,Suspiria,6.9,1632
"['Comedy', 'Drama', 'Romance']",37056,en,21.051,2010-05-13,Letters to Juliet,6.9,2265
"['Comedy', 'Drama']",579583,en,19.273,2020-07-22,The King of Staten Island,6.9,342
"['Horror', 'Mystery']",16093,en,10.939,1962-11-02,Carnival of Souls,6.9,260
"['Action', 'Thriller', 'Crime', 'Adventure']",8195,en,16.625,1998-09-25,Ronin,6.9,1562
"['Drama', 'Adventure', 'History']",49009,en,9.657,2010-09-03,The Way Back,6.9,1049
"['Action', 'Crime', 'Drama']",45284,ja,7.502,2010-05-17,Outrage,6.9,235
"['Comedy', 'Romance', 'TV Movie', 'Music']",35558,en,18.45,2010-02-14,Starstruck,6.9,916
"['Drama', 'Comedy']",28053,en,8.348,2009-03-06,City Island,6.9,244
"['Drama', 'Romance']",17612,en,13.578,2001-01-21,Lost and Delirious,6.9,365
"['Action', 'Drama', 'Adventure']",744,en,28.313,1986-05-16,Top Gun,6.9,4563
"['Drama', 'Comedy']",74534,en,13.139,2011-11-28,The Best Exotic Marigold Hotel,6.9,955
"['Horror', 'Mystery', 'Thriller']",16938,en,8.416,1974-10-11,Black Christmas,6.9,421
"['Adventure', 'Horror']",9392,en,17.592,2005-07-08,The Descent,6.9,2546
"['Thriller', 'Drama', 'History']",97630,en,16.209,2012-12-19,Zero Dark Thirty,6.9,3274
['Drama'],22373,it,6.837,2007-02-23,Saturn in Opposition,6.9,266
"['Action', 'Crime', 'Thriller']",13809,en,19.086,2008-09-04,RockNRolla,6.9,2010
"['Drama', 'History']",423899,en,13.109,2017-09-14,Victoria & Abdul,6.9,910
"['Drama', 'Action', 'Comedy']",25676,cn,10.143,2006-09-28,Robin-B-Hood,6.9,356
"['Drama', 'Thriller']",14637,en,11.338,2008-12-19,Nothing But the Truth,6.9,311
"['Animation', 'Comedy', 'Science Fiction', 'TV Movie']",13253,en,18.509,2008-11-03,Futurama: Bender's Game,6.9,340
"['Comedy', 'Romance']",11631,en,19.093,2008-07-02,Mamma Mia!,6.9,4898
"['Action', 'Adventure', 'Science Fiction']",1771,en,50.363,2011-07-22,Captain America: The First Avenger,6.9,16280
"['Crime', 'Mystery', 'Thriller']",320,en,13.139,2002-05-24,Insomnia,6.9,3194
"['Family', 'Comedy']",369883,en,11.902,2016-10-07,Middle School: The Worst Years of My Life,6.9,294
"['Drama', 'Crime']",97367,en,13.241,2013-03-14,The Place Beyond the Pines,6.9,3662
"['Drama', 'Music', 'Romance']",25196,en,18.508,2009-12-16,Crazy Heart,6.9,670
"['Adventure', 'Science Fiction', 'TV Movie']",12914,en,12.308,2008-07-29,Stargate: Continuum,6.9,293
"['Comedy', 'Drama', 'Romance']",392,en,12.881,2000-03-02,Chocolat,6.9,2459
"['Drama', 'Comedy']",298382,en,12.683,2015-10-01,The Dressmaker,6.9,1207
['Drama'],68924,en,9.501,1997-02-05,The Ice Storm,6.9,400
"['Drama', 'Family', 'Music']",17917,en,9.793,1968-09-26,Oliver!,6.9,252
"['Family', 'Animation', 'TV Movie']",13675,en,8.911,1969-12-07,Frosty the Snowman,6.9,220
"['Adventure', 'Action', 'Fantasy']",8009,en,19.742,1986-03-07,Highlander,6.9,1662
"['Comedy', 'Drama']",44009,en,9.248,2010-11-05,Another Year,6.9,216
"['Action', 'Drama', 'Mystery', 'Thriller']",14070,hi,7.638,2008-12-25,Ghajini,6.9,265
"['Comedy', 'Drama', 'Romance']",8079,hi,8.438,2007-11-07,Om Shanti Om,6.9,209
"['Drama', 'Romance']",4148,en,18.754,2008-12-19,Revolutionary Road,6.9,2763
"['Comedy', 'Crime']",936,en,14.916,1963-12-18,The Pink Panther,6.9,642
"['Crime', 'Drama', 'Romance', 'Thriller']",912,en,10.201,1968-06-26,The Thomas Crown Affair,6.9,291
['Drama'],13920,en,11.745,2003-10-24,Radio,6.9,437
"['Family', 'Science Fiction', 'Adventure']",10122,en,8.76,1986-07-30,Flight of the Navigator,6.9,517
"['Action', 'Drama', 'Thriller']",9798,en,13.647,1998-11-20,Enemy of the State,6.9,2651
"['Comedy', 'Drama', 'Music']",9684,en,8.945,1999-12-03,Sweet and Lowdown,6.9,315
"['Adventure', 'Animation', 'Comedy', 'Family']",9487,en,86.888,1998-11-25,A Bug's Life,6.9,6730
['Horror'],300669,en,25.011,2016-06-08,Don't Breathe,6.9,5007
"['Animation', 'Comedy', 'Family', 'Fantasy']",76492,en,49.105,2012-09-20,Hotel Transylvania,6.9,6498
"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Family']",14506,en,7.043,1988-12-07,The Adventures of Baron Munchausen,6.9,538
['Western'],13909,en,8.396,1949-10-22,She Wore a Yellow Ribbon,6.9,201
"['Comedy', 'Drama', 'Romance']",38366,it,8.108,1996-01-01,The Cyclone,6.9,561
"['Drama', 'Romance', 'Fantasy']",24420,en,14.846,2009-08-14,The Time Traveler's Wife,6.9,1784
"['Adventure', 'Family']",334304,fr,6.67,2015-12-08,Belle and Sebastian: The Adventure Continues,6.9,254
['Drama'],9692,en,8.188,2004-12-24,The Woodsman,6.9,275
"['Action', 'Crime', 'Thriller']",398175,en,15.666,2017-09-23,Brawl in Cell Block 99,6.9,875
"['Action', 'Adventure', 'Science Fiction']",157350,en,45.184,2014-03-14,Divergent,6.9,10301
"['Crime', 'Drama', 'Thriller']",11826,en,12.43,2001-01-12,Sexy Beast,6.9,471
"['Action', 'Comedy', 'Crime']",2109,en,26.08,1998-09-18,Rush Hour,6.9,3127
"['Fantasy', 'Comedy', 'Adventure']",1832,en,16.259,1999-11-12,Dogma,6.9,1776
"['Music', 'Drama', 'Romance']",85446,en,28.017,2012-07-26,Step Up Revolution,6.9,1678
"['Fantasy', 'Drama', 'Romance']",15775,en,10.399,2004-01-23,If Only,6.9,393
"['Comedy', 'Crime']",504603,fr,8.067,2018-08-15,The World Is Yours,6.9,288
"['Romance', 'Animation', 'Family', 'Comedy', 'Adventure']",15789,en,12.387,1995-04-07,A Goofy Movie,6.9,1216
"['Comedy', 'Family', 'Music']",11054,en,8.361,1988-02-16,Hairspray,6.9,275
['Horror'],9003,en,21.044,1987-09-11,Hellraiser,6.9,1457
"['Drama', 'Mystery', 'Thriller']",5279,en,15.502,2001-11-07,Gosford Park,6.9,690
"['Fantasy', 'Action', 'Horror']",561,en,47.23,2005-02-08,Constantine,6.9,4701
"['Family', 'Fantasy', 'Comedy', 'Animation']",400155,en,77.233,2018-06-28,Hotel Transylvania 3: Summer Vacation,6.9,2947
"['Drama', 'History']",11156,fr,10.41,2009-04-22,Coco Before Chanel,6.9,678
"['Drama', 'Thriller', 'War']",7445,en,15.978,2009-01-22,Brothers,6.9,1636
['Drama'],597156,en,11.394,2020-09-30,The Boys in the Band,6.9,244
"['Adventure', 'Action', 'Thriller', 'Science Fiction']",563,en,17.996,1997-11-07,Starship Troopers,6.9,3239
"['Horror', 'Fantasy']",474350,en,149.588,2019-09-04,It Chapter Two,6.9,5695
"['Fantasy', 'Drama', 'Comedy', 'Family']",71864,en,11.643,2012-08-15,The Odd Life of Timothy Green,6.9,900
"['Drama', 'Family']",62837,en,11.983,2011-09-23,Dolphin Tale,6.9,476
['Drama'],15867,en,9.716,1978-08-02,Interiors,6.9,227
"['Drama', 'Thriller']",323372,es,28.739,2015-03-15,The Corpse of Anna Fritz,6.9,380
"['Action', 'Adventure', 'Science Fiction']",68721,en,76.82,2013-04-18,Iron Man 3,6.9,17319
"['Drama', 'Comedy', 'Romance', 'Family']",12919,en,16.115,1987-08-14,Can't Buy Me Love,6.9,412
"['Horror', 'Science Fiction', 'Thriller']",12476,en,9.047,1987-10-30,The Hidden,6.9,224
"['Drama', 'Music']",615667,en,16.081,2020-11-25,Ma Rainey's Black Bottom,6.9,348
['Science Fiction'],514207,ru,50.311,2020-01-01,Invasion,6.9,494
['Drama'],491472,en,14.708,2018-11-15,At Eternity's Gate,6.9,1032
"['Science Fiction', 'Action', 'Adventure']",181808,en,73.026,2017-12-13,Star Wars: The Last Jedi,6.9,11650
"['History', 'Romance', 'War', 'Drama']",676,en,36.95,2001-05-21,Pearl Harbor,6.9,4621
"['Drama', 'Romance']",46705,en,12.335,2010-12-16,Blue Valentine,6.9,2288
"['Animation', 'Action', 'Science Fiction']",30675,en,36.007,2010-02-02,Planet Hulk,6.9,319
"['Comedy', 'Drama', 'Romance']",20770,en,10.719,2000-07-07,But I'm a Cheerleader,6.9,337
"['Fantasy', 'Animation', 'Romance', 'Family']",10882,en,42.83,1959-02-17,Sleeping Beauty,6.9,3888
"['Animation', 'Family', 'Adventure', 'Science Fiction']",10865,en,25.745,2001-06-02,Atlantis: The Lost Empire,6.9,3448
"['Comedy', 'Drama', 'Romance']",9390,en,13.523,1996-12-13,Jerry Maguire,6.9,2195
"['Adventure', 'Comedy', 'Drama', 'Family']",6878,en,13.615,1993-02-03,Homeward Bound: The Incredible Journey,6.9,722
"['Action', 'Crime', 'Thriller']",1535,en,20.14,2001-11-18,Spy Game,6.9,1390
"['Drama', 'History', 'Romance']",12783,en,15.802,2008-09-05,The Duchess,6.9,1202
"['Drama', 'Adventure', 'Science Fiction', 'Romance']",1381,en,15.63,2006-09-06,The Fountain,6.9,1916
"['Comedy', 'Family']",23479,en,6.425,1976-04-07,The Bad News Bears,6.9,200
"['Animation', 'Action', 'Adventure', 'Family']",22855,en,42.55,2009-09-29,Superman/Batman: Public Enemies,6.9,393
"['Comedy', 'Drama']",12560,en,10.688,1983-09-09,The Big Chill,6.9,348
"['Drama', 'Thriller', 'Crime']",8052,en,9.959,1996-02-28,Hard Eight,6.9,506
['Comedy'],2295,en,11.345,2006-07-21,Clerks II,6.9,889
"['Action', 'Thriller']",204082,en,27.449,2013-11-12,Homefront,6.9,2447
"['Animation', 'Family']",51162,en,11.957,2011-04-13,Winnie the Pooh,6.9,590
"['Adventure', 'Comedy', 'Family', 'Fantasy', 'TV Movie']",27850,en,9.521,1998-11-10,Halloweentown,6.9,350
"['Action', 'Adventure', 'Comedy']",11006,en,9.859,1977-05-26,Smokey and the Bandit,6.9,436
"['Romance', 'Comedy']",565426,en,208.563,2020-02-12,To All the Boys: P.S. I Still Love You,6.9,1804
"['Fantasy', 'Action', 'Adventure']",464052,en,2153.343,2020-12-16,Wonder Woman 1984,6.9,3757
['Drama'],339987,en,12.02,2017-06-02,The Exception,6.9,286
"['Action', 'Crime', 'Thriller']",337339,en,112.421,2017-04-12,The Fate of the Furious,6.9,8019
"['Action', 'Adventure', 'Animation', 'Horror']",31967,en,25.768,2010-02-09,Dante's Inferno: An Animated Epic,6.9,307
['Drama'],1951,da,7.092,2005-05-16,Manderlay,6.9,211
"['Adventure', 'Action', 'Comedy']",11616,it,10.455,1983-02-01,Go for It,6.9,323
"['Comedy', 'Drama', 'Mystery', 'Romance']",308,en,13.66,2005-08-05,Broken Flowers,6.9,855
"['Drama', 'Romance', 'Comedy']",113947,en,8.572,2012-05-02,The Sessions,6.9,383
"['Drama', 'Romance']",10236,en,11.352,1973-10-17,The Way We Were,6.9,287
"['Crime', 'Comedy', 'Thriller']",9430,en,14.678,1999-04-09,Go,6.9,418
"['Adventure', 'Action', 'Thriller']",954,en,31.95,1996-05-22,Mission: Impossible,6.9,6145
"['Comedy', 'Drama', 'Music']",30508,de,6.594,2008-10-01,Berlin Calling,6.9,239
"['Fantasy', 'Mystery', 'Thriller']",16007,ja,22.192,2006-06-17,Death Note,6.9,407
['Drama'],1412,en,12.124,1989-08-04,"Sex, Lies, and Videotape",6.9,534
"['Animation', 'Comedy', 'Family']",93456,en,55.991,2013-06-25,Despicable Me 2,6.9,8919
"['Drama', 'History']",11652,en,12.714,2006-08-25,Invincible,6.9,620
"['Comedy', 'Drama']",249,en,12.68,1989-12-08,The War of the Roses,6.9,744
"['Science Fiction', 'Action', 'Thriller']",426865,en,75.577,2018-09-04,UFO,6.9,279
"['Comedy', 'Animation', 'Adventure', 'Fantasy']",65215,en,10.891,2005-07-23,Family Guy Presents Stewie Griffin: The Untold Story,6.9,257
"['Comedy', 'Crime']",12268,en,8.675,1976-12-15,The Pink Panther Strikes Again,6.9,318
"['Drama', 'Thriller', 'History']",1770,en,7.646,1996-10-25,Michael Collins,6.9,291
"['Thriller', 'Drama', 'Science Fiction']",405774,en,36.771,2018-12-13,Bird Box,6.9,7361
"['Animation', 'Family']",15016,en,41.946,2003-09-27,Barbie of Swan Lake,6.9,799
