,popularity,id,video,vote_count,vote_average,title,release_date,original_language,original_title,genre_ids,backdrop_path,adult,overview,poster_path,Unnamed: 0,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us,month
242,25.364,33,False,2610,7.9,Unforgiven,1992-08-07,en,Unforgiven,['Western'],/7O3ocR8n2ItqIgcxE1CY8ZHTJsz.jpg,False,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg,185,Unforgiven,1992,R,105695,130,"Drama, Western",85.0,8.2,370838,101.16,8
243,10.328,827,False,542,7.9,Diabolique,1955-01-29,fr,Les Diaboliques,"['Drama', 'Horror', 'Thriller']",/oMpX8thZFDVZNS4j240HYSMMvyg.jpg,False,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",/pNcwhz3Eyfn3KQ2XykTozbARMpr.jpg,963,Diabolique,1955,Not Rated,46911,117,"Crime, Drama, Horror",,8.0,60898,,1
244,248.418,530915,False,6873,7.9,1917,2019-12-25,en,1917,"['War', 'Drama']",/cqa3sa4c4jevgnEJwq3CMF8UfTG.jpg,False,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,120,1917,2019,R,8579674,119,"Drama, War",78.0,8.3,387027,159.23,12
245,12.071,2011,False,1248,7.9,Persepolis,2007-06-27,fr,Persepolis,"['Animation', 'Drama']",/mArV3ZQgCwylAPMtcNb9cBJUHVc.jpg,False,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",/716HJmGsuZckWWHccdMSw4jMAak.jpg,600,Persepolis,2007,PG-13,808417,96,"Animation, Biography, Drama",90.0,8.0,87687,4.45,6
246,33.369,745,False,7999,7.9,The Sixth Sense,1999-08-06,en,The Sixth Sense,"['Mystery', 'Thriller', 'Drama']",/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg,False,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see the ghosts of dead people.",/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg,39,The Sixth Sense,1999,PG-13,167404,107,"Drama, Mystery, Thriller",64.0,8.1,901399,293.51,8
247,34.897,78,False,9671,7.9,Blade Runner,1982-06-25,en,Blade Runner,"['Science Fiction', 'Drama', 'Thriller']",/eIi3klFf7mp3oL5EEF4mLIDs26r.jpg,False,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",/vfzE3pjE5G7G7kcZWrA3fnbZo7V.jpg,376,Blade Runner,1982,R,83658,117,"Action, Sci-Fi, Thriller",84.0,8.1,684421,32.87,6
248,10.834,234,False,841,7.9,The Cabinet of Dr. Caligari,1920-02-27,de,Das Cabinet des Dr. Caligari,"['Drama', 'Horror', 'Thriller', 'Crime']",/bd7d9owGqoNHy2kBtwK3tbdDHI6.jpg,False,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,999,The Cabinet of Dr. Caligari,1920,Not Rated,10323,67,"Fantasy, Horror, Mystery",,8.1,56504,,2
249,13.25,804,False,1260,7.9,Roman Holiday,1953-08-26,en,Roman Holiday,"['Comedy', 'Romance', 'Drama']",/6f50k0bAekjxDvVvGC1SupJSzf4.jpg,False,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",/aIsAxkWv5EHaRn0QR18hy4ZltAN.jpg,967,Roman Holiday,1953,Not Rated,46250,118,"Comedy, Romance",78.0,8.0,125746,,8
250,14.119,11953,False,363,7.9,Kagemusha,1980-04-26,ja,影武者,"['Action', 'Drama', 'History', 'War']",/lkivVsolS6RPCuy8wgHvixGRJcE.jpg,False,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.",/92Jv6K8prJ3LvNrO9GzB3VCpC1w.jpg,905,Kagemusha,1980,PG,80979,162,"Drama, History, War",84.0,8.0,31678,,4
251,14.063,505192,False,1130,7.9,Shoplifters,2018-06-02,ja,万引き家族,"['Drama', 'Crime']",/xOpQ4jIQJ0HSUhVDixZA9yWqVBP.jpg,False,"After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces. Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them.",/4nfRUOv3LX5zLn98WS1WqVBk9E9.jpg,633,Shoplifters,2018,R,8075192,121,"Crime, Drama",93.0,8.0,58872,3.31,6
252,37.865,14160,False,14956,7.9,Up,2009-05-28,en,Up,"['Animation', 'Comedy', 'Family', 'Adventure']",/cyVZKnP64VTrnRPXduFwmCZkxLi.jpg,False,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",/rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg,40,Up,2009,PG,1049413,96,"Animation, Adventure, Comedy",88.0,8.2,920574,293.0,5
253,9.415,11656,False,305,7.9,The Virgin Spring,1960-02-08,sv,Jungfrukällan,"['Crime', 'Drama', 'Thriller']",/nRIxN9tLBiI6Bl3iLr2Mo5LOhwG.jpg,False,"Devout Christians Töre and Märeta send their only daughter, the virginal Karin, and their foster daughter, the unrepentant Ingeri, to deliver candles to a distant church. On their way through the woods, the girls encounter a group of savage goat herders who brutally rape and murder Karin as Ingeri remains hidden. When the killers unwittingly seek refuge in the farmhouse of Töre and Märeta, Töre plots a fitting revenge.",/z70YM3Y4pNYZATMhFMKonngaeMC.jpg,690,The Virgin Spring,1960,Not Rated,53976,89,Drama,,8.1,26295,1.53,2
254,12.575,5544,False,426,7.9,Hiroshima Mon Amour,1959-06-10,fr,Hiroshima mon amour,"['Drama', 'History', 'Romance']",/r1xNO4fnRmPQILoOkw0pXks176s.jpg,False,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",/fViod4QCEDm0Yhlk15LACPdaqZk.jpg,805,Hiroshima Mon Amour,1959,Not Rated,52893,90,"Drama, Romance",,7.9,27841,0.09,6
255,64.738,10674,False,6681,7.9,Mulan,1998-06-18,en,Mulan,"['Adventure', 'Animation', 'Family']",/mUYV0ZdsDEliGaQahcQH1F3grsP.jpg,False,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.",/xCVcnQ2fm77vm7vFjTcrWGjz1Wb.jpg,156,Mulan,1998,G,120762,88,"Animation, Adventure, Family",71.0,7.6,251717,120.62,6
256,920.299,337401,False,2795,7.2,Mulan,2020-09-04,en,Mulan,"['Action', 'Adventure', 'Drama', 'Fantasy']",/zzWGRw277MNoCs3zhyG3YmYQsXv.jpg,False,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg,156,Mulan,1998,G,120762,88,"Animation, Adventure, Family",71.0,7.6,251717,120.62,9
257,11.554,10774,False,992,7.9,Network,1976-11-01,en,Network,['Drama'],/pRMmLhZQncfvS44JelQyB078ZP2.jpg,False,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",/gZ8hhuVEQ78CLND09trZJ45Eiy8.jpg,910,Network,1976,R,74958,121,Drama,83.0,8.1,143178,,11
258,10.48,198,False,363,7.9,To Be or Not to Be,1942-03-05,en,To Be or Not to Be,"['Comedy', 'War']",/p69ybBV94wSmyCGE2y2pH9U86l0.jpg,False,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",/dDQRpEoyjHT4fzw9cNklIvZuXYg.jpg,985,To Be or Not to Be,1942,Passed,35446,99,"Comedy, War",86.0,8.2,28633,,3
259,37.372,197,False,7004,7.9,Braveheart,1995-05-24,en,Braveheart,"['Action', 'Drama', 'History', 'War']",/xRooZvuQPIc1zdIZqJM1oYT67HD.jpg,False,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",/or1gBugydmjToAEq7OZY0owwFk.jpg,223,Braveheart,1995,R,112573,178,"Biography, Drama, History",68.0,8.3,948433,75.6,5
260,12.313,16,False,1094,7.9,Dancer in the Dark,2000-05-17,en,Dancer in the Dark,"['Drama', 'Crime']",/ikR2qy9xJCHX7M8i5rcvuNfdYXs.jpg,False,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",/9rsivF4sWfmBzrNr4LPu6TNJhXX.jpg,611,Dancer in the Dark,2000,R,168629,140,"Crime, Drama, Musical",61.0,8.0,100892,4.18,5
261,35.022,118340,False,21392,7.9,Guardians of the Galaxy,2014-07-30,en,Guardians of the Galaxy,"['Action', 'Science Fiction', 'Adventure']",/mZSAu5acXueGC4Z3S5iLSWx8AEp.jpg,False,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,25,Guardians of the Galaxy,2014,PG-13,2015381,121,"Action, Adventure, Comedy",76.0,8.0,1030910,333.18,7
262,10.148,25364,False,348,7.9,Ace in the Hole,1951-06-29,en,Ace in the Hole,['Drama'],/8aNbjNtJoA2DNaTM2MUvwGtHEbw.jpg,False,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to revitalize his career, but the situation quickly escalates into an out-of-control media circus.",/fK4qnwqEgNjA3E5wR4BGnZdOJNp.jpg,623,Ace in the Hole,1951,Approved,43338,111,"Drama, Film-Noir",72.0,8.1,30992,3.97,6
263,20.957,6977,False,7821,7.9,No Country for Old Men,2007-11-08,en,No Country for Old Men,"['Crime', 'Drama', 'Thriller']",/kd9jFTTabg4xJpHDgxY0h8F9BzG.jpg,False,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",/6d5XOczc226jECq0LIX0siKtgHR.jpg,230,No Country for Old Men,2007,R,477348,122,"Crime, Drama, Thriller",91.0,8.1,841272,74.28,11
264,28.947,1402,False,6901,7.9,The Pursuit of Happyness,2006-12-14,en,The Pursuit of Happyness,['Drama'],/1tZkdH65OjTIvDFaJu3BtXpFJbg.jpg,False,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,/7KmhfRH6dfAfZg5wnSo99q3UCxy.jpg,115,The Pursuit of Happyness,2006,PG-13,454921,117,"Biography, Drama",64.0,8.0,441543,163.57,12
265,14.547,5511,False,544,7.9,Le Samouraï,1967-10-25,fr,Le Samouraï,"['Crime', 'Thriller']",/A5EqXNPFo2hkYowbqbY8blQdYc6.jpg,False,"In a career-defining performance, Alain Delon plays Jef Costello, a contract killer with samurai instincts. After carrying out a flawlessly planned hit, Jef finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him. An elegantly stylized masterpiece of cool by maverick director Jean‑Pierre Melville, Le samouraï is a razor-sharp cocktail of 1940s American gangster cinema and 1960s French pop culture—with a liberal dose of Japanese lone-warrior mythology.",/axuBeLVBeXfVZPGg6ph2taWRDFq.jpg,822,Le Samouraï,1967,GP,62229,101,"Crime, Drama, Mystery",,8.1,44571,0.04,10
266,25.759,266856,False,8102,7.9,The Theory of Everything,2014-11-26,en,The Theory of Everything,"['Drama', 'Romance']",/jE43L9ni4OWhjwXcDlEKkVnfscW.jpg,False,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",/kJuL37NTE51zVP3eG5aGMyKAIlh.jpg,361,The Theory of Everything,2014,PG-13,2980516,123,"Biography, Drama, Romance",72.0,7.7,396842,35.89,11
267,12.47,381341,False,3302,7.9,Perfect Strangers,2016-02-11,it,Perfetti sconosciuti,"['Comedy', 'Drama']",/1beV8cDzNTJEmI9M7z7BqnO3rSw.jpg,False,"During a dinner, a group of friends decide to share whatever text message or phone call they will receive during the evening - and all hell breaks loose.",/3wknM629Vryofb1HNo2YnLQnQyn.jpg,851,Perfect Strangers,2016,--,4901306,96,"Comedy, Drama",,7.8,55456,,2
268,15.357,435126,False,456,6.7,Perfect Strangers,2017-12-01,es,Perfectos desconocidos,"['Drama', 'Comedy']",/pHw9eOlDoZLM9thSFN1pB5ftdAR.jpg,False,"Remake of the Italian movie ""Perfetti sconosciuti (2016)"". During a lunar eclipse, seven friends gather for dinner and decide to play a game in which they must share with each other the content of every message, email or phone call they receive throughout the evening.",/kecy3X0ac5JNDmuugrrgoz7U3pJ.jpg,851,Perfect Strangers,2016,--,4901306,96,"Comedy, Drama",,7.8,55456,,12
269,27.921,9323,False,1966,7.9,Ghost in the Shell,1995-11-18,ja,GHOST IN THE SHELL,"['Action', 'Animation', 'Science Fiction']",/m1LUdsYnFThcrbvRzlpbsFioEQT.jpg,False,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",/9gC88zYUBARRSThcG93MvW14sqx.jpg,756,Ghost in the Shell,1995,TV-MA,113568,83,"Animation, Action, Crime",76.0,8.0,126954,0.52,11
270,42.406,315837,False,6149,6.0,Ghost in the Shell,2017-03-29,en,Ghost in the Shell,"['Action', 'Science Fiction']",/cDOv649oRCxLxsrMtboqSFOb6aB.jpg,False,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,756,Ghost in the Shell,1995,TV-MA,113568,83,"Animation, Action, Crime",76.0,8.0,126954,0.52,3
271,25.86,81,False,2116,7.9,Nausicaä of the Valley of the Wind,1984-03-11,ja,風の谷のナウシカ,"['Adventure', 'Animation', 'Fantasy']",/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg,False,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",/sIpcATxMrKHRRUJAGI5UIUT7XMG.jpg,758,Nausicaä of the Valley of the Wind,1984,PG,87544,117,"Animation, Adventure, Fantasy",86.0,8.1,147514,0.5,3
272,25.214,194,False,8089,7.9,Amélie,2001-04-25,fr,Le Fabuleux Destin d'Amélie Poulain,"['Comedy', 'Romance']",/2WyjkKudTkDgtZo9CIN8NoPGHRB.jpg,False,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",/slVnvaH6fpF22154vnjQJdXCVZd.jpg,374,Amélie,2001,R,211915,122,"Comedy, Romance",69.0,8.3,695586,33.23,4
273,52.582,752,False,10358,7.9,V for Vendetta,2006-02-23,en,V for Vendetta,"['Action', 'Thriller', 'Fantasy']",/hIZrdvAfH74H3vxrE3s40kOrS96.jpg,False,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",/kxekpqZUpO5W65QT12goucFvyx9.jpg,238,V for Vendetta,2005,R,434409,132,"Action, Drama, Sci-Fi",62.0,8.2,1019172,70.51,2
274,11.003,7984,False,1051,7.9,In the Name of the Father,1993-12-12,en,In the Name of the Father,['Drama'],/gUIVD0rFWVB8Okk8wU8dQxjOYnZ.jpg,False,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",/kUTImWLPIr6U4xhLsHrgky5vgJt.jpg,414,In the Name of the Father,1993,R,107207,133,"Biography, Drama",84.0,8.1,154488,25.01,12
275,33.88,85,False,8471,7.9,Raiders of the Lost Ark,1981-06-12,en,Raiders of the Lost Ark,"['Adventure', 'Action']",/kCiMExsYuNhYluHxPP2OTmWw7hp.jpg,False,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",/o4swLnuKP7Fw88xyhZgwkg5xySw.jpg,59,Raiders of the Lost Ark,1981,PG,82971,115,"Action, Adventure",85.0,8.4,872797,248.16,6
276,8.121,396,False,472,7.9,Who's Afraid of Virginia Woolf?,1966-06-22,en,Who's Afraid of Virginia Woolf?,['Drama'],/sZxPKiNCK8piKBtXAbm3Ucj6RQk.jpg,False,"A bitter, aging couple, with the help of alcohol, use a young couple to fuel anguish and emotional pain towards each other.",/wF7ihB5V5gSm6zxjv3ZhHOpgREI.jpg,926,Who's Afraid of Virginia Woolf?,1966,Not Rated,61184,131,Drama,75.0,8.0,68307,,6
277,28.674,122906,False,5549,7.9,About Time,2013-09-04,en,About Time,"['Comedy', 'Drama', 'Romance', 'Fantasy']",/5ZoFGrFCKP0QrcfVwOIHiAwunBg.jpg,False,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",/ls6zswrOZVhCXQBh96DlbnLBajM.jpg,475,About Time,2013,R,2194499,123,"Comedy, Drama, Fantasy",55.0,7.8,294180,15.32,9
278,13.464,593,False,919,7.9,Solaris,1972-03-20,ru,Солярис,"['Drama', 'Mystery', 'Science Fiction']",/qjPhauZx2vOi3gNKsQfJZHeGemB.jpg,False,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,/4bacwb3B2zy8w3eoWfceAmo0V9O.jpg,919,Solaris,1972,PG,69293,167,"Drama, Mystery, Sci-Fi",90.0,8.1,79370,,3
