,popularity,id,video,vote_count,vote_average,title,release_date,original_language,original_title,genre_ids,backdrop_path,adult,overview,poster_path,Unnamed: 0,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us,month
385,11.965,845,False,963,7.8,Strangers on a Train,1951-06-27,en,Strangers on a Train,"['Crime', 'Thriller']",/bg0PTjVzxyf7HHphiObotgSHlvX.jpg,False,A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder—a theory that he plans to implement.,/ihC083U7ef56Ui4x0P0dobojrZ1.jpg,544,Strangers on a Train,1951,PG,44079,101,"Crime, Film-Noir, Thriller",88.0,7.9,122042,7.63,6
386,35.692,149870,False,1783,7.8,The Wind Rises,2013-07-20,ja,風立ちぬ,"['Animation', 'War', 'History', 'Drama', 'Romance']",/stM3jlD4nSJhlvR2DE7XnB0eN25.jpg,False,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",/jfwSexzlIzaOgxP9A8bTA6t8YYb.jpg,586,The Wind Rises,2013,PG-13,2013293,126,"Animation, Biography, Drama",83.0,7.8,71580,5.21,7
387,15.028,380,False,4119,7.8,Rain Man,1988-12-11,en,Rain Man,['Drama'],/mrfbeWcjgSaZ9NEb0xJMR9xzSeB.jpg,False,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,/8L6EMburnnVx8cvQmhGgC826JNc.jpg,101,Rain Man,1988,R,95953,133,Drama,65.0,8.0,468018,178.8,12
388,15.9,2440,False,305,7.8,Joint Security Area,2000-09-09,ko,공동경비구역 JSA,"['War', 'Drama', 'Thriller', 'Action']",/s6sgPzXSJkglXwPyyc4BV6CEEmT.jpg,False,"In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining bullets in the assassin's magazine clip, amount to 16 bullets for a gun that should normally hold 15 bullets. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.",/ftss3ZUM12G87RKyQuoEHZYwQeY.jpg,885,Joint Security Area,2000,Not Rated,260991,110,"Action, Drama, Thriller",58.0,7.8,25965,,9
389,14.397,3114,False,804,7.8,The Searchers,1956-05-07,en,The Searchers,['Western'],/wTSv5HEJvRIxGrj14lovNRQ2Gyf.jpg,False,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",/jLBmgW0epNzJ1N9uzaVCjbyT94v.jpg,954,The Searchers,1956,Passed,49730,119,"Adventure, Drama, Western",94.0,7.9,79230,,5
390,12.961,891,False,1080,7.8,All the President's Men,1976-04-04,en,All the President's Men,"['Drama', 'History', 'Mystery', 'Thriller']",/v2GitQLT5Xgw6EK75l8BG4qTRoo.jpg,False,"In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National Headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. After the editor of the Post runs with the story and assigns Woodward and Carl Bernstein to it, they find the trail leading higher and higher in the Republican Party—and eventually into the White House itself.",/cPtSHR7D2WGsDBfnC5DxV927hKn.jpg,237,All the President's Men,1976,PG,74119,138,"Biography, Drama, History",84.0,8.0,100987,70.6,4
391,10.49,404,False,887,7.8,The Straight Story,1999-10-15,en,The Straight Story,['Drama'],/veiWT3UYVvEOGCfGZLGDJtjJvdV.jpg,False,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",/tT9cMiVDdtlcdZxOoFy3VRmEoKk.jpg,563,The Straight Story,1999,G,166896,112,"Biography, Drama",86.0,8.0,80761,6.2,10
392,12.658,371645,False,1279,7.8,Hunt for the Wilderpeople,2016-03-31,en,Hunt for the Wilderpeople,"['Adventure', 'Comedy', 'Drama']",/2kfkOigqC6B3P7UVB332EC0Eyz3.jpg,False,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",/skQqcMa1nSt7aqRRJiSy44KGSC1.jpg,587,Hunt for the Wilderpeople,2016,PG-13,4698684,101,"Adventure, Comedy, Drama",81.0,7.9,107384,5.2,3
393,15.44,9800,False,2767,7.8,Philadelphia,1993-12-22,en,Philadelphia,['Drama'],/tLtvzf6Ny7tOcIkmf3DuOqDKFyu.jpg,False,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,/tFe5Yoo5zT495okA49bq1vPPkiV.jpg,217,Philadelphia,1993,PG-13,107818,125,Drama,66.0,7.7,221321,77.32,12
394,12.976,982,False,387,7.8,The Manchurian Candidate,1962-10-24,en,The Manchurian Candidate,"['Thriller', 'Drama']",/7dX07NQv4p6kfzSkA9rf9LvlvVD.jpg,False,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg,936,The Manchurian Candidate,1962,PG-13,56218,126,"Drama, Thriller",94.0,7.9,70547,,10
395,15.174,14462,False,959,6.4,The Manchurian Candidate,2004-07-30,en,The Manchurian Candidate,"['Drama', 'Thriller', 'Mystery']",/aHhR1Q5yOaCLCEDtyDXtiRNeyf6.jpg,False,"Years after his squad was ambushed during the Gulf War, Major Ben Marco finds himself having terrible nightmares. He begins to doubt that his fellow squad-mate Sergeant Raymond Shaw, now a vice-presidential candidate, is the hero he remembers him being. As Marco's doubts deepen, Shaw's political power grows, and, when Marco finds a mysterious implant embedded in his back, the memory of what really happened begins to return.",/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg,936,The Manchurian Candidate,1962,PG-13,56218,126,"Drama, Thriller",94.0,7.9,70547,,7
396,16.01,525,False,2749,7.8,The Blues Brothers,1980-06-16,en,The Blues Brothers,"['Music', 'Comedy', 'Action', 'Crime']",/d9qVdPfHuyNVh1w18lhUAO9Fhd2.jpg,False,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best: play music. So they get their old band together, and set out on their way—while getting in a bit of trouble here and there.",/3DiSrcYELCLkwnjl9EZp2pkKGep.jpg,267,The Blues Brothers,1980,R,80455,133,"Action, Adventure, Comedy",60.0,7.9,180511,57.23,6
397,9.087,10633,False,564,7.8,In the Heat of the Night,1967-08-02,en,In the Heat of the Night,"['Crime', 'Drama', 'Mystery', 'Thriller']",/xY5sgU09cOsvEAgJZaYo2aOZEFi.jpg,False,An African American detective is asked to investigate a murder in a racist southern town.,/fvqHTabYej3LwzKRRZCm6jV3g0O.jpg,422,In the Heat of the Night,1967,Not Rated,61811,110,"Crime, Drama, Mystery",75.0,7.9,66772,24.38,8
398,11.084,297222,False,585,7.7,PK,2014-12-18,hi,पीके,"['Comedy', 'Drama']",/qkKTcxKoZnlTwFQT8lL7OroYNeG.jpg,False,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",/hUitxmc1klkZF4zYHAz3oT9e7mT.jpg,514,PK,2014,Not Rated,2338151,153,"Comedy, Drama, Musical",,8.1,159337,10.62,12
399,10.617,108,False,938,7.7,Three Colors: Blue,1993-09-08,fr,Trois couleurs : Bleu,['Drama'],/keuLr5bkV2LHc2up6T2nXzcUgdC.jpg,False,"Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.",/ayKRZejiarjY4R3UE1JKlSYcyHk.jpg,701,Three Colors: Blue,1993,R,108394,94,"Drama, Music, Mystery",85.0,7.9,87665,1.32,9
400,31.555,84892,False,7621,7.7,The Perks of Being a Wallflower,2012-09-20,en,The Perks of Being a Wallflower,['Drama'],/qb6WoLJ9YtfhV7pgsTfUDlRYaCH.jpg,False,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg,457,The Perks of Being a Wallflower,2012,PG-13,1659337,103,"Drama, Romance",67.0,8.0,455751,17.74,9
401,13.677,49797,False,1359,7.7,I Saw the Devil,2010-08-12,ko,악마를 보았다,"['Thriller', 'Horror']",/eDFqluSy9xAmbbG2ZvgyW7vipHn.jpg,False,"Kyung-chul is a dangerous psychopath who kills for pleasure. He has committed infernal serial murders in diabolic ways that one cannot even imagine and his victims range from young women to even children. The police have chased him for a long time, but were unable to catch him. One day, Joo-yeon, daughter of a retired police chief becomes his prey and is found dead in a horrific state. Her fiance Soo-hyun, a top secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take bloody vengeance against the killer, even if it means that he must become a monster himself to get this monstrous and inhumane killer.",/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg,799,I Saw the Devil,2010,Not Rated,1588170,144,"Action, Crime, Drama",67.0,7.8,108465,0.13,8
402,8.405,137182,False,760,7.7,The Broken Circle Breakdown,2012-10-09,nl,The Broken Circle Breakdown,['Drama'],/opwfLmIqKXj7BZKMsgqEcbQgQDg.jpg,False,The loss of their young daughter threatens to destroy the love and faith of two married musicians.,/negBN3VXOSmnSp4kncYJvCuJKf4.jpg,787,The Broken Circle Breakdown,2012,Not Rated,2024519,111,"Drama, Music, Romance",70.0,7.8,38931,0.18,10
403,13.021,981,False,489,7.7,The Philadelphia Story,1940-12-05,en,The Philadelphia Story,"['Comedy', 'Romance']",/cItyRXbbuu5KTVeb9GLaovIRfb8.jpg,False,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",/o4cYWubhrBFF56IyEyce89lMb5y.jpg,986,The Philadelphia Story,1940,Not Rated,32904,112,"Comedy, Romance",96.0,7.9,62625,,12
404,108.498,269149,False,12295,7.7,Zootopia,2016-02-11,en,Zootopia,"['Animation', 'Adventure', 'Family', 'Comedy']",/p2fRZzxla6NoRbIH2KOZq0gHb5S.jpg,False,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,23,Zootopia,2016,PG,2948356,108,"Animation, Adventure, Comedy",78.0,8.0,426022,341.27,2
405,38.694,10020,False,7234,7.7,Beauty and the Beast,1991-11-13,en,Beauty and the Beast,"['Romance', 'Family', 'Animation', 'Fantasy']",/2RwQ5cwT1Ebt3ScxkJpR1nHOkXy.jpg,False,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",/7oCAPOphDKpIaxTrnukmDrZ8XKD.jpg,72,Beauty and the Beast,1991,G,101414,84,"Animation, Family, Fantasy",95.0,8.0,413264,218.97,11
406,11.282,648,False,365,7.6,Beauty and the Beast,1946-10-29,fr,La belle et la bête,"['Drama', 'Fantasy', 'Romance']",/2Ae0iV2HR3Raoras8G40MjBtJnn.jpg,False,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",/3ClaneW9Sbjx6mvG3vBwhMPNLgi.jpg,72,Beauty and the Beast,1991,G,101414,84,"Animation, Family, Fantasy",95.0,8.0,413264,218.97,10
407,56.867,321612,False,12924,7.0,Beauty and the Beast,2017-03-16,en,Beauty and the Beast,"['Family', 'Fantasy', 'Romance']",/m3tdSyl11fhgXPDSEt3aBctTqGP.jpg,False,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,/tWqifoYuwLETmmasnGHO7xBjEtt.jpg,72,Beauty and the Beast,1991,G,101414,84,"Animation, Family, Fantasy",95.0,8.0,413264,218.97,3
408,13.9,197796,False,1568,6.0,Beauty and the Beast,2014-02-12,fr,La Belle et la Bête,"['Fantasy', 'Romance']",/pzvaGQliGKV1Zubh2sZc57EQ5VP.jpg,False,"Beauty and the Beast is the adaptation of a story by Madame de Villeneuve. Published anonymously in 1740 as La Jeune Américaine et les contes marins, it paints a portrait of Belle, a joyful and touching young girl who falls in love with the Beast, a cursed creature in search of love and redemption. In 1760, a condensed children’s version was published. It was from this version that Jean Cocteau and then Walt Disney drew their famous adaptations. Overshadowed, the original version by Madame de Villeneuve has never been adapted for the screen... until now!",/pTU209lMtu1pQnRcXykXcAzj6TN.jpg,72,Beauty and the Beast,1991,G,101414,84,"Animation, Family, Fantasy",95.0,8.0,413264,218.97,2
409,54.112,49026,False,16860,7.7,The Dark Knight Rises,2012-07-16,en,The Dark Knight Rises,"['Action', 'Crime', 'Drama', 'Thriller']",/yzsegNpkRCPadnWmshrJzT3ardR.jpg,False,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",/vzvKcPQ4o7TjWeGIn0aGC9FeVNu.jpg,9,The Dark Knight Rises,2012,PG-13,1345836,164,"Action, Adventure",78.0,8.4,1495138,448.14,7
410,10.252,1075,False,435,7.7,"Black Cat, White Cat",1998-06-01,sr,"Crna mačka, beli mačor","['Comedy', 'Romance']",/rqNM5Y6xNi5isZLDBRfvt8qCgJ3.jpg,False,"Matko is a small time hustler, living by the Danube with his 17-year-old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.",/gGtt1IQUAzEjOPS1xHoC9PDX2VT.jpg,766,"Black Cat, White Cat",1998,R,118843,127,"Comedy, Crime, Romance",73.0,8.1,50228,0.35,6
411,8.58,11787,False,366,7.7,Harvey,1950-12-04,en,Harvey,"['Comedy', 'Fantasy']",/pL4EBT2Rm1EuTgyqiMM48elmhfY.jpg,False,"The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",/dgd82hYmpiXDM1G867HqNaWe8wj.jpg,971,Harvey,1950,Approved,42546,104,"Comedy, Drama, Fantasy",,7.9,52202,,12
412,11.544,309,False,534,7.7,The Celebration,1998-06-19,da,Festen,['Drama'],/pGsYE6Ps04BJ38IK3VbtsKYHn6B.jpg,False,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",/b0YDV5j53Y5xRscI14UieetvNLB.jpg,685,The Celebration,1998,R,154420,105,Drama,82.0,8.0,77033,1.65,6
413,20.097,12405,False,7694,7.7,Slumdog Millionaire,2008-05-12,en,Slumdog Millionaire,"['Drama', 'Romance']",/9IZvClXvhSxlp41eT0CyUEsyjqy.jpg,False,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",/5WU6uusqJrLfiBaNs3KpF4o8Lnj.jpg,131,Slumdog Millionaire,2008,R,1010048,120,"Drama, Romance",84.0,8.0,790810,141.32,5
414,35.327,1366,False,4997,7.7,Rocky,1976-11-21,en,Rocky,['Drama'],/wC36tEU7AqP5llAvjXkZhZ248tX.jpg,False,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",/i5xiwdSsrecBvO7mIfAJixeEDSg.jpg,163,Rocky,1976,PG,75148,120,"Drama, Sport",70.0,8.1,510909,117.24,11
415,16.345,164,False,2963,7.7,Breakfast at Tiffany's,1961-10-06,en,Breakfast at Tiffany's,"['Comedy', 'Drama', 'Romance']",/jXZ2tyJl44yKvh22I6ooQwU5rFM.jpg,False,"Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past.",/aQFwKTNzp02rk0GFRAjTdmbZBNh.jpg,944,Breakfast at Tiffany's,1961,Approved,54698,115,"Comedy, Drama, Romance",76.0,7.6,164436,,10
416,30.554,792,False,2864,7.7,Platoon,1986-12-19,en,Platoon,"['Drama', 'War', 'Action']",/cLybNkD3CtoNv1ifvN2i9xlmufK.jpg,False,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg,133,Platoon,1986,R,91763,120,"Drama, War",92.0,8.1,376332,138.53,12
417,21.142,45269,False,6360,7.7,The King's Speech,2010-09-06,en,The King's Speech,"['Drama', 'History']",/5eb7l7AE2yU0mvb38fR5qLNhDDH.jpg,False,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg,132,The King's Speech,2010,R,1504320,118,"Biography, Drama, History",88.0,8.0,632324,138.8,9
418,9.188,1628,False,562,7.7,Jules and Jim,1962-01-23,fr,Jules et Jim,"['Drama', 'Romance']",/1dSopaBgvxYinmhaCOsLoZSeWD3.jpg,False,"In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim. Both men fall for the impulsive and beautiful Catherine, but it's Jules who wins her hand. After the war, Jim visits Jules, Catherine and their daughter in their Austrian home and discovers not only that his feelings for Catherine are unchanged, but also that they're reciprocated.",/iQPk7jK26RrwYgnAYq5l2Ha3iPc.jpg,942,Jules and Jim,1962,Not Rated,55032,105,"Drama, Romance",97.0,7.8,36948,,1
419,20.048,322,False,4198,7.7,Mystic River,2003-10-07,en,Mystic River,"['Thriller', 'Crime', 'Drama', 'Mystery']",/gLIf2TtQGhIPgpXBQ7yHN3nsduS.jpg,False,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,/e2VNohx5jb7I6HUamCuGhKvzXDR.jpg,201,Mystic River,2003,R,327056,138,"Crime, Drama, Mystery",84.0,7.9,414480,90.14,10
420,9.94,11686,False,536,7.7,Love and Death,1975-06-10,en,Love and Death,"['Comedy', 'History']",/pgtHrfRnVpOWbiGYFVoHM3E9rN.jpg,False,"Set in 19th-century Russia, Allen is a cowardly serf drafted into the Napoleonic war, who would rather write poetry and obsess over his beautiful but pretentious cousin. Allen's cowardice serves him well when he hides in a cannon and is shot into a tent of French soldiers, making him a national hero. A hilarious parody of Russian literature, Love and Death is a must-see for fans of Allen's films.",/oJXFd1UHZoOQ1UtoLxbyBLGJDox.jpg,914,Love and Death,1975,PG,73312,85,"Comedy, War",89.0,7.7,35565,,6
421,10.692,8416,False,363,7.7,The Conformist,1970-10-21,it,Il conformista,['Drama'],/kvJNSXRrp3t6GcY9VcfTPEphH7t.jpg,False,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",/U9RBLmdtwH9sAwTvt8TbQGS1wb.jpg,753,The Conformist,1970,R,65571,113,Drama,100.0,8.0,26490,0.54,10
422,8.483,11902,False,375,7.7,Underground,1995-04-11,sr,Podzemlje,"['Comedy', 'Drama', 'War']",/yrp8jW6zkzOfWEfF7TJ66KXxVVx.jpg,False,"Black marketeers Marko and Blacky manufacture and sell weapons to the Communist resistance in WWII Belgrade, living the good life along the way. Marko's surreal duplicity propels him up the ranks of the Communist Party, and he eventually abandons Blacky and steals his girlfriend. After a lengthy stay in a below-ground shelter, the couple reemerges during the Yugoslavian Civil War of the 1990s as Marko realizes that the situation is ripe for exploitation.",/8Uz28500yRt9ZJpT5hKOkuu18pl.jpg,789,Underground,1995,Not Rated,114787,167,"Comedy, Drama, War",,8.1,54567,0.17,4
423,36.225,1417,False,7632,7.7,Pan's Labyrinth,2006-08-25,es,El laberinto del fauno,"['Fantasy', 'Drama', 'War']",/8DvqkylyOAHumZGuE2Euq9TfRxA.jpg,False,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",/7PurMm0gUOJZ8Uk0oyuZlt1CKfJ.jpg,355,Pan's Labyrinth,2006,R,457430,118,"Drama, Fantasy, War",98.0,8.2,611791,37.63,8
424,7.595,238628,False,270,7.7,Tangerines,2013-10-16,et,Mandariinid,"['Drama', 'War']",/4fDf4jj7dR8NHRN5waeHvMVDaaJ.jpg,False,"War in Abkhazia 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.",/rw7dsedRyz2GWgFgUlibKTlIa6k.jpg,795,Tangerines,2013,Not Rated,2991224,87,"Drama, War",73.0,8.2,38586,0.14,10
425,11.838,11697,False,639,7.7,The Man Who Shot Liberty Valance,1962-04-22,en,The Man Who Shot Liberty Valance,['Western'],/afH7n1HMvzHaOkxM3h5XXvErK0j.jpg,False,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",/3vdXCx7b3iVQA4aC6faNeY7sNyR.jpg,937,The Man Who Shot Liberty Valance,1962,Not Rated,56217,123,"Drama, Western",94.0,8.1,67855,,4
426,11.095,632,False,334,7.7,Stalag 17,1953-05-29,en,Stalag 17,['War'],/9bTbjzRIh12jYxl6Sy3xQB7SqCe.jpg,False,"It's a dreary Christmas 1944 for the American POWs in Stalag 17 and the men in Barracks 4, all sergeants, have to deal with a grave problem—there seems to be a security leak.",/wAmBeYMJPoS5sbAH9iUy5GLZNL0.jpg,965,Stalag 17,1953,Not Rated,46359,120,"Comedy, Drama, War",84.0,8.0,50628,,5
427,11.925,14811,False,303,7.7,Fiddler on the Roof,1971-11-03,en,Fiddler on the Roof,"['Drama', 'Romance']",/siMISPLDSM5JHNXDkkPcHRTr4eZ.jpg,False,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.",/v65PHx7Q6Jx0anyNeUOX07SJic9.jpg,212,Fiddler on the Roof,1971,G,67093,181,"Drama, Family, Musical",67.0,8.0,38765,80.5,11
428,17.172,1700,False,2923,7.7,Misery,1990-11-30,en,Misery,"['Drama', 'Thriller']",/jwEbF0olhatEdhBnviJiEruazff.jpg,False,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg,256,Misery,1990,R,100157,107,"Drama, Thriller",75.0,7.8,181583,61.28,11
429,25.808,273248,False,10367,7.7,The Hateful Eight,2015-12-25,en,The Hateful Eight,"['Crime', 'Drama', 'Mystery', 'Western']",/7gfDVfaw0VaIkUGiEH13o3TIC7A.jpg,False,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,/nZeKw2oDiODgnht9OrohB2jBhjq.jpg,281,The Hateful Eight,2015,R,3460252,168,"Crime, Drama, Mystery",68.0,7.8,505476,54.12,12
430,12.255,343,False,634,7.7,Harold and Maude,1971-12-20,en,Harold and Maude,"['Comedy', 'Drama', 'Romance']",/fJid19GoQFdbE4bRs0vk5RWYrfx.jpg,False,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,/9qf5iOYuUUggYST1byTBRFNz5tg.jpg,921,Harold and Maude,1971,PG,67185,91,"Comedy, Drama, Romance",62.0,7.9,70005,,12
431,9.713,265169,False,322,7.7,Winter Sleep,2014-06-13,tr,Kış Uykusu,['Drama'],/8zwE9UnSER3gioQ4mrqpZKSM6kM.jpg,False,"Aydin, a retired actor, owns a small hotel in central Anatolia with his young wife Nihal and his sister Necla, who is coping with her recent divorce. During the winter, snow covers the ground and boredom brings the return of old memories, pushing Aydin to flee…",/c4OKvnYOHlKdMvLh8DhoabtAwnR.jpg,792,Winter Sleep,2014,Not Rated,2758880,196,Drama,88.0,8.1,44706,0.17,6
432,12.685,4808,False,786,7.7,Charade,1963-12-05,en,Charade,"['Comedy', 'Mystery', 'Romance', 'Thriller']",/dvDRijp6EQhGRPFNym4WCINtW73.jpg,False,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",/69b2DSbFmtZMfHMSLp4pCC0D8V2.jpg,489,Charade,1963,Passed,56923,113,"Comedy, Mystery, Romance",83.0,7.9,67210,13.47,12
433,16.475,269,False,1011,7.7,Breathless,1960-03-16,fr,À bout de souffle,"['Drama', 'Crime']",/5VGmkeXybclhOqBaLprigVG9Ucz.jpg,False,A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.,/9Wx0Wdn2EOqeCZU4SP6tlS3LOml.jpg,768,Breathless,1960,Not Rated,53472,90,"Crime, Drama",,7.8,71967,0.34,3
434,37.795,165,False,8944,7.7,Back to the Future Part II,1989-11-22,en,Back to the Future Part II,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",/skQN2UMQKQnOTmwplcYMx6ZF4jS.jpg,False,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg,161,Back to the Future Part II,1989,PG,96874,108,"Adventure, Comedy, Sci-Fi",57.0,7.8,473891,118.5,11
